Frequency,Channel A
(kHz),(dBV)

0.00000000,-46.30327000
0.00061035,-45.04535000
0.00122070,-38.68999000
0.00183105,-37.62540000
0.00244141,-53.62762000
0.00305176,-43.33199000
0.00366211,-37.91329000
0.00427246,-34.45864000
0.00488281,-41.85168000
0.00549316,-42.78156000
0.00610352,-35.63472000
0.00671387,-36.47373000
0.00732422,-44.79120000
0.00793457,-37.10448000
0.00854492,-36.15574000
0.00915527,-37.41311000
0.00976563,-35.77811000
0.01037598,-30.36064000
0.01098633,-33.91732000
0.01159668,-40.74343000
0.01220703,-34.84362000
0.01281738,-37.35064000
0.01342773,-39.76678000
0.01403809,-39.74808000
0.01464844,-33.96071000
0.01525879,-33.56711000
0.01586914,-44.52149000
0.01647949,-39.82815000
0.01708984,-41.47931000
0.01770020,-36.28674000
0.01831055,-45.46581000
0.01892090,-40.82637000
0.01953125,-41.97421000
0.02014160,-37.64618000
0.02075195,-42.74569000
0.02136230,-44.89731000
0.02197266,-49.45983000
0.02258301,-41.15630000
0.02319336,-45.66563000
0.02380371,-51.27780000
0.02441406,-46.96243000
0.02502441,-35.46503000
0.02563477,-34.68735000
0.02624512,-40.63420000
0.02685547,-46.24069000
0.02746582,-45.21766000
0.02807617,-46.55272000
0.02868652,-39.07729000
0.02929688,-43.64731000
0.02990723,-43.12137000
0.03051758,-37.79916000
0.03112793,-42.67918000
0.03173828,-39.61266000
0.03234863,-39.72050000
0.03295898,-35.47371000
0.03356934,-37.65589000
0.03417969,-44.49503000
0.03479004,-46.35717000
0.03540039,-53.50111000
0.03601074,-73.67393000
0.03662109,-47.06470000
0.03723145,-37.18339000
0.03784180,-36.15522000
0.03845215,-39.25980000
0.03906250,-42.63759000
0.03967285,-45.61240000
0.04028320,-44.36810000
0.04089355,-41.47000000
0.04150391,-53.52856000
0.04211426,-47.99335000
0.04272461,-39.13898000
0.04333496,-37.27669000
0.04394531,-45.66425000
0.04455566,-45.18822000
0.04516602,-60.56841000
0.04577637,-48.78523000
0.04638672,-48.79604000
0.04699707,-42.65495000
0.04760742,-48.26714000
0.04821777,-44.27161000
0.04882813,-50.53087000
0.04943848,-41.23063000
0.05004883,-39.19054000
0.05065918,-42.07854000
0.05126953,-42.43971000
0.05187988,-42.77137000
0.05249023,-51.11628000
0.05310059,-49.55263000
0.05371094,-41.93496000
0.05432129,-42.30869000
0.05493164,-43.97004000
0.05554199,-44.33526000
0.05615234,-42.33047000
0.05676270,-41.13868000
0.05737305,-63.98652000
0.05798340,-44.36611000
0.05859375,-46.39977000
0.05920410,-51.67118000
0.05981445,-50.01455000
0.06042480,-47.87889000
0.06103516,-47.12360000
0.06164551,-45.11854000
0.06225586,-48.47390000
0.06286621,-48.68727000
0.06347656,-52.70301000
0.06408691,-43.09960000
0.06469727,-45.16045000
0.06530762,-50.74317000
0.06591797,-44.57958000
0.06652832,-46.10515000
0.06713867,-50.54855000
0.06774902,-55.62437000
0.06835938,-55.97625000
0.06896973,-53.59338000
0.06958008,-49.10724000
0.07019043,-48.31797000
0.07080078,-44.51233000
0.07141113,-44.29107000
0.07202148,-45.27559000
0.07263184,-45.69999000
0.07324219,-41.80991000
0.07385254,-44.79515000
0.07446289,-59.76896000
0.07507324,-46.52684000
0.07568359,-47.57875000
0.07629395,-47.91577000
0.07690430,-47.47518000
0.07751465,-47.43501000
0.07812500,-43.19751000
0.07873535,-43.64264000
0.07934570,-56.32084000
0.07995605,-53.42133000
0.08056641,-44.20814000
0.08117676,-42.87206000
0.08178711,-45.91465000
0.08239746,-45.98508000
0.08300781,-45.71118000
0.08361816,-54.00301000
0.08422852,-58.93669000
0.08483887,-52.95802000
0.08544922,-50.05411000
0.08605957,-64.64413000
0.08666992,-51.36032000
0.08728027,-55.81538000
0.08789063,-50.99426000
0.08850098,-46.74328000
0.08911133,-66.87537000
0.08972168,-52.00312000
0.09033203,-56.42850000
0.09094238,-52.86263000
0.09155273,-49.62372000
0.09216309,-50.17063000
0.09277344,-49.12149000
0.09338379,-48.24295000
0.09399414,-48.57609000
0.09460449,-52.45054000
0.09521484,-51.44823000
0.09582520,-55.53820000
0.09643555,-66.57512000
0.09704590,-57.35038000
0.09765625,-61.91235000
0.09826660,-60.06190000
0.09887695,-58.00820000
0.09948730,-52.99393000
0.10009766,-49.01714000
0.10070801,-62.68783000
0.10131836,-47.18254000
0.10192871,-59.60426000
0.10253906,-49.46071000
0.10314941,-51.79182000
0.10375977,-53.75999000
0.10437012,-49.40091000
0.10498047,-58.52985000
0.10559082,-47.82524000
0.10620117,-46.19781000
0.10681152,-54.10908000
0.10742188,-48.34735000
0.10803223,-52.53509000
0.10864258,-50.34336000
0.10925293,-47.66129000
0.10986328,-52.27811000
0.11047363,-51.36376000
0.11108398,-54.61140000
0.11169434,-55.13847000
0.11230469,-55.44319000
0.11291504,-52.94557000
0.11352539,-49.30885000
0.11413574,-58.52208000
0.11474609,-52.42709000
0.11535645,-59.24925000
0.11596680,-58.64931000
0.11657715,-50.53213000
0.11718750,-51.05214000
0.11779785,-51.82436000
0.11840820,-49.01825000
0.11901855,-55.77052000
0.11962891,-57.14805000
0.12023926,-54.46285000
0.12084961,-50.27811000
0.12145996,-52.52986000
0.12207031,-60.68779000
0.12268066,-62.00372000
0.12329102,-57.95763000
0.12390137,-53.81828000
0.12451172,-55.77248000
0.12512207,-54.36093000
0.12573242,-55.29703000
0.12634277,-77.76154000
0.12695313,-60.31761000
0.12756348,-60.89706000
0.12817383,-61.40274000
0.12878418,-58.39240000
0.12939453,-57.53743000
0.13000488,-47.24767000
0.13061523,-48.79055000
0.13122559,-52.38572000
0.13183594,-62.86594000
0.13244629,-53.06743000
0.13305664,-55.90320000
0.13366699,-48.32848000
0.13427734,-51.02865000
0.13488770,-52.58482000
0.13549805,-50.36972000
0.13610840,-61.09331000
0.13671875,-51.94396000
0.13732910,-51.93094000
0.13793945,-52.79354000
0.13854980,-54.48143000
0.13916016,-47.41513000
0.13977051,-46.65422000
0.14038086,-53.06263000
0.14099121,-60.32858000
0.14160156,-57.86468000
0.14221191,-58.37149000
0.14282227,-59.75135000
0.14343262,-64.66336000
0.14404297,-59.13408000
0.14465332,-64.12963000
0.14526367,-63.62295000
0.14587402,-55.03801000
0.14648438,-57.89821000
0.14709473,-57.23436000
0.14770508,-57.23454000
0.14831543,-58.22736000
0.14892578,-58.53401000
0.14953613,-59.82663000
0.15014648,-57.22442000
0.15075684,-69.33990000
0.15136719,-57.01950000
0.15197754,-51.04970000
0.15258789,-56.97153000
0.15319824,-71.08752000
0.15380859,-52.88984000
0.15441895,-52.30055000
0.15502930,-52.92511000
0.15563965,-55.31963000
0.15625000,-57.22392000
0.15686035,-67.07139000
0.15747070,-50.84954000
0.15808105,-53.22542000
0.15869141,-55.98928000
0.15930176,-62.55877000
0.15991211,-55.36554000
0.16052246,-54.46640000
0.16113281,-56.74976000
0.16174316,-58.14749000
0.16235352,-58.69677000
0.16296387,-60.34630000
0.16357422,-53.64037000
0.16418457,-48.60115000
0.16479492,-54.13919000
0.16540527,-55.41191000
0.16601563,-52.23190000
0.16662598,-63.48730000
0.16723633,-61.37218000
0.16784668,-67.64439000
0.16845703,-61.78363000
0.16906738,-58.85782000
0.16967773,-59.17717000
0.17028809,-57.68195000
0.17089844,-61.59241000
0.17150879,-56.82797000
0.17211914,-59.67971000
0.17272949,-58.73446000
0.17333984,-70.29093000
0.17395020,-64.66542000
0.17456055,-56.51745000
0.17517090,-55.61095000
0.17578125,-54.56314000
0.17639160,-68.62116000
0.17700195,-51.72867000
0.17761230,-53.26994000
0.17822266,-51.50286000
0.17883301,-51.85973000
0.17944336,-59.00530000
0.18005371,-51.71057000
0.18066406,-51.06686000
0.18127441,-50.69031000
0.18188477,-53.04596000
0.18249512,-63.76872000
0.18310547,-60.09713000
0.18371582,-68.38454000
0.18432617,-56.80980000
0.18493652,-53.04192000
0.18554688,-58.72001000
0.18615723,-60.01121000
0.18676758,-60.36860000
0.18737793,-57.51844000
0.18798828,-59.87165000
0.18859863,-51.23781000
0.18920898,-53.87846000
0.18981934,-53.18610000
0.19042969,-55.34806000
0.19104004,-57.32816000
0.19165039,-69.83009000
0.19226074,-62.04513000
0.19287109,-59.80844000
0.19348145,-57.71655000
0.19409180,-68.66822000
0.19470215,-59.49219000
0.19531250,-54.05988000
0.19592285,-52.60142000
0.19653320,-56.47359000
0.19714355,-61.48745000
0.19775391,-55.88101000
0.19836426,-64.39857000
0.19897461,-49.67484000
0.19958496,-50.71692000
0.20019531,-54.19737000
0.20080566,-53.98252000
0.20141602,-65.30269000
0.20202637,-50.10375000
0.20263672,-52.56006000
0.20324707,-59.38537000
0.20385742,-60.07741000
0.20446777,-58.12009000
0.20507813,-57.34806000
0.20568848,-52.38825000
0.20629883,-53.47908000
0.20690918,-59.94151000
0.20751953,-54.99751000
0.20812988,-59.29559000
0.20874023,-56.61230000
0.20935059,-54.26305000
0.20996094,-56.23629000
0.21057129,-64.06255000
0.21118164,-62.28394000
0.21179199,-54.82898000
0.21240234,-51.97536000
0.21301270,-57.87077000
0.21362305,-57.96478000
0.21423340,-57.44323000
0.21484375,-60.60058000
0.21545410,-52.94925000
0.21606445,-52.22957000
0.21667480,-58.47643000
0.21728516,-58.66718000
0.21789551,-59.83307000
0.21850586,-52.78436000
0.21911621,-55.44632000
0.21972656,-60.20408000
0.22033691,-62.57790000
0.22094727,-66.40102000
0.22155762,-65.25170000
0.22216797,-81.58909000
0.22277832,-65.08626000
0.22338867,-68.16400000
0.22399902,-57.93871000
0.22460938,-63.83004000
0.22521973,-70.62356000
0.22583008,-58.56403000
0.22644043,-57.54849000
0.22705078,-61.35393000
0.22766113,-64.84140000
0.22827148,-56.68485000
0.22888184,-55.87086000
0.22949219,-61.06841000
0.23010254,-59.49615000
0.23071289,-56.27225000
0.23132324,-52.99523000
0.23193359,-63.35622000
0.23254395,-60.15015000
0.23315430,-57.14480000
0.23376465,-58.54416000
0.23437500,-62.07146000
0.23498535,-63.82664000
0.23559570,-61.77646000
0.23620605,-63.92341000
0.23681641,-60.46718000
0.23742676,-55.58141000
0.23803711,-53.83179000
0.23864746,-55.82180000
0.23925781,-58.84325000
0.23986816,-55.59059000
0.24047852,-64.51030000
0.24108887,-58.03835000
0.24169922,-57.35581000
0.24230957,-55.29100000
0.24291992,-58.30300000
0.24353027,-57.52689000
0.24414063,-57.81505000
0.24475098,-61.98116000
0.24536133,-54.14233000
0.24597168,-55.84179000
0.24658203,-58.41350000
0.24719238,-53.99376000
0.24780273,-59.39588000
0.24841309,-65.62527000
0.24902344,-66.34437000
0.24963379,-61.63205000
0.25024414,-61.14540000
0.25085449,-68.44680000
0.25146484,-63.11535000
0.25207520,-70.18474000
0.25268555,-57.89867000
0.25329590,-59.15378000
0.25390625,-58.47042000
0.25451660,-56.02164000
0.25512695,-56.88205000
0.25573730,-58.84575000
0.25634766,-57.67387000
0.25695801,-63.58630000
0.25756836,-59.11467000
0.25817871,-64.19718000
0.25878906,-63.90087000
0.25939941,-57.38062000
0.26000977,-53.83347000
0.26062012,-56.55632000
0.26123047,-62.86012000
0.26184082,-56.91819000
0.26245117,-55.16945000
0.26306152,-56.07133000
0.26367188,-61.21467000
0.26428223,-56.17281000
0.26489258,-57.15039000
0.26550293,-73.15410000
0.26611328,-62.70983000
0.26672363,-57.79357000
0.26733398,-60.63772000
0.26794434,-70.02341000
0.26855469,-61.28175000
0.26916504,-59.98619000
0.26977539,-67.63123000
0.27038574,-64.78793000
0.27099609,-57.70983000
0.27160645,-62.35436000
0.27221680,-59.09090000
0.27282715,-56.58002000
0.27343750,-55.58678000
0.27404785,-61.26167000
0.27465820,-59.41016000
0.27526855,-58.08771000
0.27587891,-64.57856000
0.27648926,-60.83945000
0.27709961,-68.79291000
0.27770996,-61.48606000
0.27832031,-62.91031000
0.27893066,-62.08245000
0.27954102,-54.88612000
0.28015137,-63.10276000
0.28076172,-61.04026000
0.28137207,-62.61154000
0.28198242,-66.60606000
0.28259277,-58.11192000
0.28320313,-59.85351000
0.28381348,-83.17662000
0.28442383,-61.76097000
0.28503418,-57.81699000
0.28564453,-73.80841000
0.28625488,-61.14000000
0.28686523,-60.95309000
