Frequency,Channel A
(kHz),(dBV)

0.00000000,-46.97222000
0.00061035,-39.43538000
0.00122070,-37.21077000
0.00183105,-39.50807000
0.00244141,-38.13130000
0.00305176,-43.41846000
0.00366211,-45.85854000
0.00427246,-37.67492000
0.00488281,-46.77483000
0.00549316,-35.04279000
0.00610352,-33.40152000
0.00671387,-36.05632000
0.00732422,-39.85735000
0.00793457,-41.81498000
0.00854492,-38.78343000
0.00915527,-35.51136000
0.00976563,-46.08849000
0.01037598,-48.67890000
0.01098633,-41.78140000
0.01159668,-47.11515000
0.01220703,-37.87828000
0.01281738,-35.62004000
0.01342773,-46.17191000
0.01403809,-36.56951000
0.01464844,-37.47433000
0.01525879,-37.32562000
0.01586914,-35.01018000
0.01647949,-33.59249000
0.01708984,-36.55659000
0.01770020,-39.29755000
0.01831055,-36.99142000
0.01892090,-38.44705000
0.01953125,-41.61679000
0.02014160,-42.54700000
0.02075195,-37.24727000
0.02136230,-41.64310000
0.02197266,-47.87107000
0.02258301,-41.60336000
0.02319336,-40.14300000
0.02380371,-50.10436000
0.02441406,-56.07735000
0.02502441,-47.99488000
0.02563477,-47.27261000
0.02624512,-38.47192000
0.02685547,-41.52974000
0.02746582,-43.33117000
0.02807617,-37.52129000
0.02868652,-39.41295000
0.02929688,-38.75895000
0.02990723,-50.28280000
0.03051758,-44.63083000
0.03112793,-44.85759000
0.03173828,-43.19904000
0.03234863,-65.27553000
0.03295898,-49.76695000
0.03356934,-41.03796000
0.03417969,-41.80015000
0.03479004,-46.86254000
0.03540039,-53.00307000
0.03601074,-56.16378000
0.03662109,-44.74401000
0.03723145,-43.69049000
0.03784180,-47.03910000
0.03845215,-52.57130000
0.03906250,-42.52213000
0.03967285,-40.05405000
0.04028320,-50.62466000
0.04089355,-46.73322000
0.04150391,-44.58051000
0.04211426,-53.53197000
0.04272461,-46.69962000
0.04333496,-46.19960000
0.04394531,-40.97435000
0.04455566,-49.83101000
0.04516602,-47.63142000
0.04577637,-45.18002000
0.04638672,-49.37589000
0.04699707,-42.13567000
0.04760742,-40.36934000
0.04821777,-43.87882000
0.04882813,-46.61734000
0.04943848,-44.62751000
0.05004883,-51.89575000
0.05065918,-48.98596000
0.05126953,-39.99786000
0.05187988,-38.62825000
0.05249023,-41.13151000
0.05310059,-40.81400000
0.05371094,-43.94597000
0.05432129,-41.93254000
0.05493164,-45.04081000
0.05554199,-58.09456000
0.05615234,-64.04786000
0.05676270,-55.75668000
0.05737305,-55.93604000
0.05798340,-51.39542000
0.05859375,-43.99414000
0.05920410,-42.38323000
0.05981445,-46.83108000
0.06042480,-50.06319000
0.06103516,-52.94956000
0.06164551,-48.46825000
0.06225586,-54.52716000
0.06286621,-53.88136000
0.06347656,-52.83413000
0.06408691,-45.27013000
0.06469727,-48.97253000
0.06530762,-47.44520000
0.06591797,-50.60218000
0.06652832,-53.57278000
0.06713867,-52.19913000
0.06774902,-48.98325000
0.06835938,-50.92122000
0.06896973,-51.18646000
0.06958008,-48.46365000
0.07019043,-47.22863000
0.07080078,-50.60027000
0.07141113,-44.94084000
0.07202148,-45.76459000
0.07263184,-50.58815000
0.07324219,-50.11839000
0.07385254,-45.66311000
0.07446289,-52.93106000
0.07507324,-46.90711000
0.07568359,-51.99911000
0.07629395,-47.56750000
0.07690430,-67.71949000
0.07751465,-47.22121000
0.07812500,-46.53261000
0.07873535,-53.62542000
0.07934570,-44.87121000
0.07995605,-48.17546000
0.08056641,-48.92226000
0.08117676,-51.58469000
0.08178711,-51.57536000
0.08239746,-46.34694000
0.08300781,-41.62399000
0.08361816,-48.08796000
0.08422852,-48.21437000
0.08483887,-48.60199000
0.08544922,-45.78638000
0.08605957,-48.18817000
0.08666992,-44.70520000
0.08728027,-52.91077000
0.08789063,-55.89425000
0.08850098,-51.85537000
0.08911133,-48.25111000
0.08972168,-49.52273000
0.09033203,-42.66518000
0.09094238,-45.23654000
0.09155273,-48.93842000
0.09216309,-54.94160000
0.09277344,-55.01274000
0.09338379,-55.01993000
0.09399414,-55.54839000
0.09460449,-56.97904000
0.09521484,-60.68472000
0.09582520,-51.35087000
0.09643555,-56.31026000
0.09704590,-48.44089000
0.09765625,-52.22980000
0.09826660,-56.16987000
0.09887695,-48.00074000
0.09948730,-45.78339000
0.10009766,-48.63871000
0.10070801,-49.65004000
0.10131836,-60.09270000
0.10192871,-52.09349000
0.10253906,-48.80502000
0.10314941,-52.71895000
0.10375977,-51.46673000
0.10437012,-55.06245000
0.10498047,-53.56391000
0.10559082,-55.97972000
0.10620117,-60.00507000
0.10681152,-50.59428000
0.10742188,-50.49902000
0.10803223,-58.73531000
0.10864258,-46.73060000
0.10925293,-47.68305000
0.10986328,-60.83260000
0.11047363,-64.62851000
0.11108398,-56.40047000
0.11169434,-48.98266000
0.11230469,-49.77628000
0.11291504,-52.95741000
0.11352539,-53.65028000
0.11413574,-48.54198000
0.11474609,-50.18121000
0.11535645,-51.32899000
0.11596680,-52.77937000
0.11657715,-49.23209000
0.11718750,-49.01657000
0.11779785,-63.15224000
0.11840820,-62.26839000
0.11901855,-57.19157000
0.11962891,-69.99022000
0.12023926,-56.65072000
0.12084961,-48.27143000
0.12145996,-50.50742000
0.12207031,-53.31841000
0.12268066,-52.70950000
0.12329102,-57.00645000
0.12390137,-57.74770000
0.12451172,-54.94392000
0.12512207,-55.09426000
0.12573242,-56.95635000
0.12634277,-47.37886000
0.12695313,-50.39066000
0.12756348,-55.08078000
0.12817383,-59.42826000
0.12878418,-55.58224000
0.12939453,-49.46006000
0.13000488,-51.66350000
0.13061523,-52.53696000
0.13122559,-48.51752000
0.13183594,-49.66114000
0.13244629,-49.53490000
0.13305664,-72.26852000
0.13366699,-54.93256000
0.13427734,-51.47127000
0.13488770,-64.20747000
0.13549805,-73.51015000
0.13610840,-59.09427000
0.13671875,-69.00993000
0.13732910,-57.83223000
0.13793945,-62.79966000
0.13854980,-53.16774000
0.13916016,-51.84312000
0.13977051,-59.18989000
0.14038086,-49.55047000
0.14099121,-49.73756000
0.14160156,-50.63480000
0.14221191,-54.61574000
0.14282227,-58.78097000
0.14343262,-53.23901000
0.14404297,-56.04570000
0.14465332,-51.66694000
0.14526367,-48.92860000
0.14587402,-47.16389000
0.14648438,-50.82782000
0.14709473,-58.64450000
0.14770508,-57.52351000
0.14831543,-59.65714000
0.14892578,-57.85698000
0.14953613,-51.72273000
0.15014648,-58.05381000
0.15075684,-59.74561000
0.15136719,-52.86130000
0.15197754,-48.47412000
0.15258789,-51.16932000
0.15319824,-61.68865000
0.15380859,-56.64748000
0.15441895,-62.37184000
0.15502930,-61.73012000
0.15563965,-55.71904000
0.15625000,-55.45298000
0.15686035,-66.53583000
0.15747070,-62.82314000
0.15808105,-54.82026000
0.15869141,-66.23758000
0.15930176,-58.99074000
0.15991211,-56.10668000
0.16052246,-51.42580000
0.16113281,-61.24474000
0.16174316,-59.13761000
0.16235352,-54.64104000
0.16296387,-59.92004000
0.16357422,-70.52215000
0.16418457,-68.17818000
0.16479492,-53.89132000
0.16540527,-53.06064000
0.16601563,-56.46786000
0.16662598,-60.49434000
0.16723633,-52.99854000
0.16784668,-60.42706000
0.16845703,-56.52273000
0.16906738,-62.10229000
0.16967773,-60.14517000
0.17028809,-58.08572000
0.17089844,-69.01282000
0.17150879,-57.82205000
0.17211914,-53.36072000
0.17272949,-58.74469000
0.17333984,-64.19272000
0.17395020,-55.46877000
0.17456055,-70.79440000
0.17517090,-59.19092000
0.17578125,-52.14016000
0.17639160,-49.34752000
0.17700195,-57.52917000
0.17761230,-58.58094000
0.17822266,-53.06402000
0.17883301,-54.25221000
0.17944336,-56.55665000
0.18005371,-56.28415000
0.18066406,-59.03342000
0.18127441,-60.61411000
0.18188477,-62.87081000
0.18249512,-66.39503000
0.18310547,-61.47359000
0.18371582,-50.78928000
0.18432617,-52.75158000
0.18493652,-51.45691000
0.18554688,-48.98678000
0.18615723,-51.30063000
0.18676758,-64.38946000
0.18737793,-56.28587000
0.18798828,-51.61921000
0.18859863,-55.62966000
0.18920898,-61.31859000
0.18981934,-53.79647000
0.19042969,-56.69147000
0.19104004,-61.80718000
0.19165039,-70.70012000
0.19226074,-55.38568000
0.19287109,-51.92803000
0.19348145,-53.61769000
0.19409180,-57.21549000
0.19470215,-52.85816000
0.19531250,-58.29829000
0.19592285,-72.62262000
0.19653320,-57.45910000
0.19714355,-54.41075000
0.19775391,-59.99738000
0.19836426,-62.69806000
0.19897461,-52.62043000
0.19958496,-55.17534000
0.20019531,-60.52830000
0.20080566,-64.49359000
0.20141602,-57.69348000
0.20202637,-55.80949000
0.20263672,-60.74031000
0.20324707,-68.02805000
0.20385742,-55.80534000
0.20446777,-55.84863000
0.20507813,-57.68847000
0.20568848,-53.76839000
0.20629883,-54.03510000
0.20690918,-63.59214000
0.20751953,-65.42278000
0.20812988,-54.26740000
0.20874023,-53.49416000
0.20935059,-53.38120000
0.20996094,-64.91563000
0.21057129,-70.71969000
0.21118164,-69.02152000
0.21179199,-56.42431000
0.21240234,-58.47280000
0.21301270,-59.20203000
0.21362305,-53.98559000
0.21423340,-54.03819000
0.21484375,-54.68014000
0.21545410,-56.16550000
0.21606445,-53.70594000
0.21667480,-54.40148000
0.21728516,-57.09174000
0.21789551,-54.46270000
0.21850586,-64.93744000
0.21911621,-61.65784000
0.21972656,-60.99149000
0.22033691,-60.38745000
0.22094727,-62.12072000
0.22155762,-66.87106000
0.22216797,-62.00973000
0.22277832,-62.69457000
0.22338867,-57.48423000
0.22399902,-65.42466000
0.22460938,-55.57888000
0.22521973,-66.02193000
0.22583008,-64.65567000
0.22644043,-61.67551000
0.22705078,-59.75755000
0.22766113,-69.44900000
0.22827148,-59.77370000
0.22888184,-56.63717000
0.22949219,-65.22711000
0.23010254,-56.44079000
0.23071289,-51.91914000
0.23132324,-52.72186000
0.23193359,-59.40842000
0.23254395,-77.52663000
0.23315430,-61.47215000
0.23376465,-55.54466000
0.23437500,-54.19064000
0.23498535,-70.52644000
0.23559570,-60.29153000
0.23620605,-57.20135000
0.23681641,-53.19301000
0.23742676,-58.94907000
0.23803711,-59.82175000
0.23864746,-55.78768000
0.23925781,-58.49274000
0.23986816,-63.29181000
0.24047852,-64.24285000
0.24108887,-64.01083000
0.24169922,-61.34644000
0.24230957,-60.01583000
0.24291992,-55.51028000
0.24353027,-55.24887000
0.24414063,-59.03434000
0.24475098,-66.86102000
0.24536133,-58.87372000
0.24597168,-57.31572000
0.24658203,-63.31777000
0.24719238,-57.74759000
0.24780273,-59.75616000
0.24841309,-58.75302000
0.24902344,-53.16067000
0.24963379,-56.89677000
0.25024414,-55.26461000
0.25085449,-60.15522000
0.25146484,-68.48995000
0.25207520,-58.14678000
0.25268555,-54.21443000
0.25329590,-55.91058000
0.25390625,-58.08345000
0.25451660,-64.36018000
0.25512695,-67.82066000
0.25573730,-62.62973000
0.25634766,-73.51665000
0.25695801,-62.33815000
0.25756836,-63.47979000
0.25817871,-58.64803000
0.25878906,-70.07764000
0.25939941,-66.40538000
0.26000977,-77.07622000
0.26062012,-57.04689000
0.26123047,-61.18750000
0.26184082,-61.57116000
0.26245117,-56.74700000
0.26306152,-55.70259000
0.26367188,-60.26481000
0.26428223,-79.03414000
0.26489258,-61.21116000
0.26550293,-60.69298000
0.26611328,-70.16063000
0.26672363,-68.86058000
0.26733398,-58.72453000
0.26794434,-56.55116000
0.26855469,-68.52873000
0.26916504,-60.46980000
0.26977539,-70.39969000
0.27038574,-66.29774000
0.27099609,-60.82882000
0.27160645,-65.94488000
0.27221680,-67.87875000
0.27282715,-63.56270000
0.27343750,-64.77856000
0.27404785,-74.67989000
0.27465820,-65.35985000
0.27526855,-58.26458000
0.27587891,-62.28966000
0.27648926,-55.30988000
0.27709961,-55.13662000
0.27770996,-57.43912000
0.27832031,-61.98320000
0.27893066,-66.64841000
0.27954102,-64.20651000
0.28015137,-57.36397000
0.28076172,-57.18334000
0.28137207,-69.19961000
0.28198242,-68.90887000
0.28259277,-75.91042000
0.28320313,-70.81847000
0.28381348,-65.16475000
0.28442383,-63.23233000
0.28503418,-59.37626000
0.28564453,-56.66312000
0.28625488,-60.26245000
0.28686523,-59.52483000
