Frequency,Channel A
(kHz),(dBV)

0.00000000,-52.84651000
0.00061035,-56.89362000
0.00122070,-57.37450000
0.00183105,-49.97720000
0.00244141,-51.39633000
0.00305176,-53.44652000
0.00366211,-63.03085000
0.00427246,-46.53543000
0.00488281,-53.06469000
0.00549316,-52.03962000
0.00610352,-56.75617000
0.00671387,-61.60832000
0.00732422,-50.85044000
0.00793457,-44.79040000
0.00854492,-45.86551000
0.00915527,-48.19905000
0.00976563,-50.70070000
0.01037598,-55.37300000
0.01098633,-51.05308000
0.01159668,-62.60351000
0.01220703,-48.29659000
0.01281738,-46.14572000
0.01342773,-44.93425000
0.01403809,-51.80020000
0.01464844,-51.97282000
0.01525879,-48.46061000
0.01586914,-50.94574000
0.01647949,-46.42231000
0.01708984,-48.17204000
0.01770020,-50.03454000
0.01831055,-47.90350000
0.01892090,-55.99304000
0.01953125,-51.76445000
0.02014160,-47.82899000
0.02075195,-45.00975000
0.02136230,-46.69600000
0.02197266,-57.12056000
0.02258301,-57.54459000
0.02319336,-50.96607000
0.02380371,-46.22734000
0.02441406,-43.48748000
0.02502441,-47.67498000
0.02563477,-50.58827000
0.02624512,-47.65440000
0.02685547,-66.04835000
0.02746582,-48.92795000
0.02807617,-49.83866000
0.02868652,-52.46730000
0.02929688,-57.09566000
0.02990723,-70.80659000
0.03051758,-53.06348000
0.03112793,-53.65147000
0.03173828,-67.21513000
0.03234863,-55.83255000
0.03295898,-50.59336000
0.03356934,-50.60741000
0.03417969,-56.12894000
0.03479004,-75.75187000
0.03540039,-59.51524000
0.03601074,-51.97765000
0.03662109,-57.27696000
0.03723145,-50.07212000
0.03784180,-50.73844000
0.03845215,-44.54588000
0.03906250,-46.00098000
0.03967285,-55.74971000
0.04028320,-49.07710000
0.04089355,-48.21282000
0.04150391,-57.08303000
0.04211426,-49.09224000
0.04272461,-48.25833000
0.04333496,-51.60487000
0.04394531,-56.56351000
0.04455566,-49.99340000
0.04516602,-52.04479000
0.04577637,-54.18208000
0.04638672,-65.08316000
0.04699707,-60.46835000
0.04760742,-58.60417000
0.04821777,-57.39971000
0.04882813,-49.43817000
0.04943848,-50.08399000
0.05004883,-56.15885000
0.05065918,-55.45214000
0.05126953,-52.94556000
0.05187988,-61.19897000
0.05249023,-65.33836000
0.05310059,-56.92566000
0.05371094,-65.92422000
0.05432129,-51.90525000
0.05493164,-51.78964000
0.05554199,-54.40136000
0.05615234,-58.41655000
0.05676270,-47.16912000
0.05737305,-45.82105000
0.05798340,-53.23839000
0.05859375,-55.03781000
0.05920410,-53.32571000
0.05981445,-54.56988000
0.06042480,-51.49128000
0.06103516,-51.56123000
0.06164551,-58.83405000
0.06225586,-50.60295000
0.06286621,-61.51639000
0.06347656,-52.03358000
0.06408691,-51.16703000
0.06469727,-52.93363000
0.06530762,-56.39536000
0.06591797,-52.68301000
0.06652832,-55.13975000
0.06713867,-60.92498000
0.06774902,-63.37532000
0.06835938,-56.38758000
0.06896973,-64.54490000
0.06958008,-50.50380000
0.07019043,-51.66974000
0.07080078,-51.63407000
0.07141113,-57.80621000
0.07202148,-58.90737000
0.07263184,-80.81308000
0.07324219,-53.95619000
0.07385254,-55.81536000
0.07446289,-54.84538000
0.07507324,-54.52419000
0.07568359,-57.30012000
0.07629395,-62.12774000
0.07690430,-50.01500000
0.07751465,-51.94661000
0.07812500,-67.48460000
0.07873535,-74.88536000
0.07934570,-71.45406000
0.07995605,-58.07942000
0.08056641,-53.72730000
0.08117676,-55.29528000
0.08178711,-73.12112000
0.08239746,-66.78632000
0.08300781,-58.56043000
0.08361816,-72.45525000
0.08422852,-57.92009000
0.08483887,-63.08346000
0.08544922,-62.97409000
0.08605957,-60.71015000
0.08666992,-66.03239000
0.08728027,-57.18337000
0.08789063,-56.03065000
0.08850098,-51.77260000
0.08911133,-65.29321000
0.08972168,-55.53077000
0.09033203,-50.51607000
0.09094238,-49.93575000
0.09155273,-52.55683000
0.09216309,-57.65049000
0.09277344,-63.09990000
0.09338379,-60.21310000
0.09399414,-59.43924000
0.09460449,-56.43402000
0.09521484,-47.68612000
0.09582520,-48.81693000
0.09643555,-54.84745000
0.09704590,-53.10489000
0.09765625,-59.03172000
0.09826660,-56.01159000
0.09887695,-54.10511000
0.09948730,-57.14480000
0.10009766,-63.06700000
0.10070801,-63.29022000
0.10131836,-61.82729000
0.10192871,-55.12062000
0.10253906,-52.40961000
0.10314941,-56.00360000
0.10375977,-55.67215000
0.10437012,-52.62757000
0.10498047,-51.23528000
0.10559082,-63.39299000
0.10620117,-53.26150000
0.10681152,-53.28467000
0.10742188,-52.84956000
0.10803223,-55.93304000
0.10864258,-63.29325000
0.10925293,-60.19004000
0.10986328,-55.35293000
0.11047363,-61.22637000
0.11108398,-71.74330000
0.11169434,-56.45290000
0.11230469,-54.05502000
0.11291504,-55.42945000
0.11352539,-62.63337000
0.11413574,-63.11518000
0.11474609,-59.68894000
0.11535645,-58.66890000
0.11596680,-53.17047000
0.11657715,-49.08098000
0.11718750,-50.98060000
0.11779785,-60.82436000
0.11840820,-53.03625000
0.11901855,-50.92665000
0.11962891,-56.29860000
0.12023926,-57.59191000
0.12084961,-68.19283000
0.12145996,-60.84536000
0.12207031,-64.08920000
0.12268066,-55.61412000
0.12329102,-54.54350000
0.12390137,-72.01279000
0.12451172,-64.53833000
0.12512207,-57.63385000
0.12573242,-57.86003000
0.12634277,-61.19213000
0.12695313,-61.23642000
0.12756348,-55.31047000
0.12817383,-61.89740000
0.12878418,-63.61546000
0.12939453,-63.68027000
0.13000488,-64.15339000
0.13061523,-55.75118000
0.13122559,-53.61223000
0.13183594,-54.94612000
0.13244629,-56.77274000
0.13305664,-56.94147000
0.13366699,-55.79644000
0.13427734,-58.80332000
0.13488770,-71.10259000
0.13549805,-68.04763000
0.13610840,-57.71173000
0.13671875,-57.01817000
0.13732910,-56.84536000
0.13793945,-66.58158000
0.13854980,-59.76804000
0.13916016,-56.19511000
0.13977051,-71.30642000
0.14038086,-58.45021000
0.14099121,-54.22775000
0.14160156,-54.80473000
0.14221191,-59.90097000
0.14282227,-55.07735000
0.14343262,-53.72800000
0.14404297,-58.58340000
0.14465332,-65.51503000
0.14526367,-56.19529000
0.14587402,-53.05226000
0.14648438,-54.30144000
0.14709473,-61.99864000
0.14770508,-55.92729000
0.14831543,-63.68634000
0.14892578,-64.16633000
0.14953613,-59.46435000
0.15014648,-59.21152000
0.15075684,-68.17892000
0.15136719,-66.96292000
0.15197754,-62.43917000
0.15258789,-60.97447000
0.15319824,-63.61406000
0.15380859,-61.74858000
0.15441895,-61.29362000
0.15502930,-66.41858000
0.15563965,-62.67183000
0.15625000,-59.43227000
0.15686035,-61.92406000
0.15747070,-63.12404000
0.15808105,-65.59691000
0.15869141,-69.21306000
0.15930176,-58.64878000
0.15991211,-54.71811000
0.16052246,-55.48514000
0.16113281,-60.01126000
0.16174316,-65.98495000
0.16235352,-66.95551000
0.16296387,-62.54133000
0.16357422,-63.88528000
0.16418457,-63.59551000
0.16479492,-64.60229000
0.16540527,-66.39372000
0.16601563,-59.10560000
0.16662598,-57.57538000
0.16723633,-60.58668000
0.16784668,-62.23948000
0.16845703,-58.65212000
0.16906738,-64.07854000
0.16967773,-77.37393000
0.17028809,-61.53152000
0.17089844,-69.09558000
0.17150879,-59.63470000
0.17211914,-66.34553000
0.17272949,-56.16035000
0.17333984,-54.62090000
0.17395020,-59.27859000
0.17456055,-77.90919000
0.17517090,-68.80937000
0.17578125,-68.39758000
0.17639160,-70.32925000
0.17700195,-53.37730000
0.17761230,-50.24677000
0.17822266,-56.22994000
0.17883301,-59.68681000
0.17944336,-57.25477000
0.18005371,-61.48123000
0.18066406,-69.47526000
0.18127441,-65.12268000
0.18188477,-68.96347000
0.18249512,-63.51665000
0.18310547,-61.50536000
0.18371582,-60.48357000
0.18432617,-66.23267000
0.18493652,-63.39492000
0.18554688,-57.92856000
0.18615723,-55.38164000
0.18676758,-56.87917000
0.18737793,-74.70992000
0.18798828,-63.92794000
0.18859863,-65.03773000
0.18920898,-59.70228000
0.18981934,-60.33056000
0.19042969,-56.55589000
0.19104004,-60.48262000
0.19165039,-65.53754000
0.19226074,-64.44492000
0.19287109,-61.95873000
0.19348145,-61.75269000
0.19409180,-67.04145000
0.19470215,-66.44751000
0.19531250,-67.93220000
0.19592285,-70.61688000
0.19653320,-80.92063000
0.19714355,-64.85609000
0.19775391,-60.90664000
0.19836426,-62.15681000
0.19897461,-60.57166000
0.19958496,-68.90109000
0.20019531,-66.76149000
0.20080566,-68.07115000
0.20141602,-72.18898000
0.20202637,-65.37888000
0.20263672,-64.92059000
0.20324707,-67.87276000
0.20385742,-74.99944000
0.20446777,-66.41606000
0.20507813,-70.07487000
0.20568848,-75.41297000
0.20629883,-78.28172000
0.20690918,-67.25509000
0.20751953,-68.90657000
0.20812988,-76.76221000
0.20874023,-64.44877000
0.20935059,-82.48498000
0.20996094,-62.50644000
0.21057129,-60.59999000
0.21118164,-63.22991000
0.21179199,-62.16101000
0.21240234,-61.66354000
0.21301270,-62.11492000
0.21362305,-61.91721000
0.21423340,-63.83908000
0.21484375,-63.69211000
0.21545410,-60.27241000
0.21606445,-76.74162000
0.21667480,-64.09877000
0.21728516,-71.51064000
0.21789551,-65.83894000
0.21850586,-62.36564000
0.21911621,-61.99520000
0.21972656,-59.11858000
0.22033691,-62.80094000
0.22094727,-62.52493000
0.22155762,-62.83489000
0.22216797,-63.19877000
0.22277832,-64.35858000
0.22338867,-65.25569000
0.22399902,-71.17132000
0.22460938,-62.45897000
0.22521973,-62.37693000
0.22583008,-65.82440000
0.22644043,-64.72449000
0.22705078,-70.70052000
0.22766113,-77.50076000
0.22827148,-66.50798000
0.22888184,-65.91978000
0.22949219,-66.28366000
0.23010254,-60.90650000
0.23071289,-61.48734000
0.23132324,-73.43045000
0.23193359,-73.88889000
0.23254395,-70.57731000
0.23315430,-63.68069000
0.23376465,-59.93293000
0.23437500,-62.89758000
0.23498535,-63.34094000
0.23559570,-79.60780000
0.23620605,-59.57090000
0.23681641,-59.88426000
0.23742676,-66.69055000
0.23803711,-64.70477000
0.23864746,-58.91956000
0.23925781,-58.38060000
0.23986816,-57.82995000
0.24047852,-55.34649000
0.24108887,-56.86747000
0.24169922,-62.32666000
0.24230957,-70.11932000
0.24291992,-62.47236000
0.24353027,-56.85817000
0.24414063,-58.35371000
0.24475098,-63.47025000
0.24536133,-67.73340000
0.24597168,-66.36617000
0.24658203,-76.07868000
0.24719238,-64.94139000
0.24780273,-66.15427000
0.24841309,-63.86488000
0.24902344,-65.10806000
0.24963379,-67.88171000
0.25024414,-77.08794000
0.25085449,-67.20639000
0.25146484,-71.19748000
0.25207520,-62.85770000
0.25268555,-62.12670000
0.25329590,-72.15964000
0.25390625,-65.35395000
0.25451660,-71.72281000
0.25512695,-62.02309000
0.25573730,-61.43732000
0.25634766,-62.42878000
0.25695801,-63.50156000
0.25756836,-63.22251000
0.25817871,-65.51759000
0.25878906,-62.16077000
0.25939941,-62.30450000
0.26000977,-71.10814000
0.26062012,-70.71824000
0.26123047,-79.55441000
0.26184082,-60.99491000
0.26245117,-56.91960000
0.26306152,-58.65669000
0.26367188,-63.81676000
0.26428223,-63.69868000
0.26489258,-65.30923000
0.26550293,-59.31556000
0.26611328,-61.62070000
0.26672363,-68.15881000
0.26733398,-61.85558000
0.26794434,-60.73456000
0.26855469,-57.85938000
0.26916504,-60.84418000
0.26977539,-65.52042000
0.27038574,-68.85191000
0.27099609,-74.56163000
0.27160645,-62.48206000
0.27221680,-59.84532000
0.27282715,-65.71088000
0.27343750,-82.57549000
0.27404785,-75.02849000
0.27465820,-75.63499000
0.27526855,-68.27552000
0.27587891,-65.15904000
0.27648926,-61.25462000
0.27709961,-63.57395000
0.27770996,-73.53851000
0.27832031,-69.89188000
0.27893066,-63.03408000
0.27954102,-65.97221000
0.28015137,-66.67220000
0.28076172,-68.05427000
0.28137207,-70.57192000
0.28198242,-72.88768000
0.28259277,-72.50854000
0.28320313,-67.56884000
0.28381348,-63.63646000
0.28442383,-89.79610000
0.28503418,-66.63354000
0.28564453,-67.34410000
0.28625488,-65.29020000
0.28686523,-68.42884000
