Frequency,Channel A
(kHz),(dBV)

0.00000000,-68.72914000
0.00061035,-53.97723000
0.00122070,-48.17258000
0.00183105,-48.29548000
0.00244141,-50.64440000
0.00305176,-49.03648000
0.00366211,-50.32864000
0.00427246,-62.22854000
0.00488281,-59.62629000
0.00549316,-50.72287000
0.00610352,-48.46819000
0.00671387,-52.47242000
0.00732422,-50.11760000
0.00793457,-47.28638000
0.00854492,-46.69508000
0.00915527,-47.20576000
0.00976563,-48.77631000
0.01037598,-51.02715000
0.01098633,-54.51250000
0.01159668,-58.59283000
0.01220703,-56.73019000
0.01281738,-46.79291000
0.01342773,-52.83453000
0.01403809,-58.27491000
0.01464844,-53.88990000
0.01525879,-52.72328000
0.01586914,-62.99557000
0.01647949,-46.38216000
0.01708984,-48.70121000
0.01770020,-47.43563000
0.01831055,-56.94895000
0.01892090,-52.85516000
0.01953125,-58.74441000
0.02014160,-54.95052000
0.02075195,-50.96266000
0.02136230,-53.09540000
0.02197266,-53.73072000
0.02258301,-55.44313000
0.02319336,-54.45008000
0.02380371,-58.89528000
0.02441406,-48.88869000
0.02502441,-45.77972000
0.02563477,-49.05671000
0.02624512,-60.79438000
0.02685547,-50.66362000
0.02746582,-50.37701000
0.02807617,-51.77164000
0.02868652,-50.32144000
0.02929688,-49.52586000
0.02990723,-49.54707000
0.03051758,-49.30086000
0.03112793,-49.81189000
0.03173828,-54.24095000
0.03234863,-55.52688000
0.03295898,-47.02373000
0.03356934,-53.87105000
0.03417969,-56.86107000
0.03479004,-49.02569000
0.03540039,-49.65710000
0.03601074,-62.58120000
0.03662109,-53.50438000
0.03723145,-63.62122000
0.03784180,-47.55518000
0.03845215,-48.86648000
0.03906250,-56.70472000
0.03967285,-53.81581000
0.04028320,-51.03876000
0.04089355,-51.29111000
0.04150391,-54.31175000
0.04211426,-45.75955000
0.04272461,-44.39656000
0.04333496,-48.61084000
0.04394531,-52.09721000
0.04455566,-53.77003000
0.04516602,-50.21585000
0.04577637,-46.34781000
0.04638672,-51.04653000
0.04699707,-50.42377000
0.04760742,-51.43688000
0.04821777,-55.19585000
0.04882813,-57.94901000
0.04943848,-52.46397000
0.05004883,-49.01612000
0.05065918,-52.67809000
0.05126953,-49.01997000
0.05187988,-49.73731000
0.05249023,-58.84784000
0.05310059,-57.61218000
0.05371094,-53.26770000
0.05432129,-48.58009000
0.05493164,-51.81266000
0.05554199,-51.73861000
0.05615234,-50.55698000
0.05676270,-52.59039000
0.05737305,-52.23102000
0.05798340,-61.42821000
0.05859375,-56.94240000
0.05920410,-60.88137000
0.05981445,-68.13095000
0.06042480,-54.18300000
0.06103516,-52.00153000
0.06164551,-61.36256000
0.06225586,-56.80549000
0.06286621,-57.62082000
0.06347656,-55.25743000
0.06408691,-61.16186000
0.06469727,-60.88566000
0.06530762,-50.93389000
0.06591797,-53.75625000
0.06652832,-70.48929000
0.06713867,-65.78622000
0.06774902,-54.65496000
0.06835938,-51.69144000
0.06896973,-51.11574000
0.06958008,-50.79014000
0.07019043,-53.91197000
0.07080078,-54.28400000
0.07141113,-57.25628000
0.07202148,-57.61541000
0.07263184,-48.29144000
0.07324219,-48.12954000
0.07385254,-52.83596000
0.07446289,-57.29568000
0.07507324,-72.75325000
0.07568359,-63.82659000
0.07629395,-65.15528000
0.07690430,-59.56700000
0.07751465,-53.28577000
0.07812500,-59.62426000
0.07873535,-53.36084000
0.07934570,-50.79387000
0.07995605,-49.45443000
0.08056641,-53.77166000
0.08117676,-61.86949000
0.08178711,-59.00348000
0.08239746,-60.98757000
0.08300781,-60.69898000
0.08361816,-59.51928000
0.08422852,-57.10527000
0.08483887,-57.63192000
0.08544922,-54.71155000
0.08605957,-55.42999000
0.08666992,-50.66890000
0.08728027,-52.90318000
0.08789063,-58.94497000
0.08850098,-64.08250000
0.08911133,-63.65908000
0.08972168,-53.25486000
0.09033203,-50.16969000
0.09094238,-52.06901000
0.09155273,-58.27032000
0.09216309,-53.32487000
0.09277344,-50.35832000
0.09338379,-54.30790000
0.09399414,-54.49928000
0.09460449,-60.39100000
0.09521484,-56.22052000
0.09582520,-57.43645000
0.09643555,-71.73539000
0.09704590,-65.02448000
0.09765625,-61.64286000
0.09826660,-56.79470000
0.09887695,-68.81057000
0.09948730,-63.44403000
0.10009766,-61.36022000
0.10070801,-53.39997000
0.10131836,-56.22918000
0.10192871,-57.21920000
0.10253906,-58.98220000
0.10314941,-61.56275000
0.10375977,-58.96419000
0.10437012,-55.96043000
0.10498047,-58.44478000
0.10559082,-69.76748000
0.10620117,-67.58187000
0.10681152,-68.04022000
0.10742188,-54.25047000
0.10803223,-50.57667000
0.10864258,-52.91953000
0.10925293,-57.27034000
0.10986328,-54.07879000
0.11047363,-57.44841000
0.11108398,-55.01571000
0.11169434,-53.41485000
0.11230469,-52.53196000
0.11291504,-58.98684000
0.11352539,-61.45483000
0.11413574,-61.08862000
0.11474609,-58.96857000
0.11535645,-60.96035000
0.11596680,-61.48129000
0.11657715,-64.57208000
0.11718750,-54.09510000
0.11779785,-50.57766000
0.11840820,-58.86661000
0.11901855,-61.36921000
0.11962891,-85.69287000
0.12023926,-56.70013000
0.12084961,-53.94682000
0.12145996,-57.06982000
0.12207031,-64.02781000
0.12268066,-59.59065000
0.12329102,-54.08704000
0.12390137,-52.45869000
0.12451172,-59.32456000
0.12512207,-73.17853000
0.12573242,-66.59880000
0.12634277,-68.81767000
0.12695313,-62.73444000
0.12756348,-63.83783000
0.12817383,-60.39270000
0.12878418,-66.25501000
0.12939453,-61.05148000
0.13000488,-57.75080000
0.13061523,-65.18458000
0.13122559,-61.42644000
0.13183594,-75.29131000
0.13244629,-65.40439000
0.13305664,-56.89909000
0.13366699,-78.09071000
0.13427734,-58.22734000
0.13488770,-63.01020000
0.13549805,-66.50634000
0.13610840,-64.25356000
0.13671875,-69.82779000
0.13732910,-61.73053000
0.13793945,-68.44965000
0.13854980,-63.74358000
0.13916016,-75.45960000
0.13977051,-67.20287000
0.14038086,-63.70667000
0.14099121,-59.95718000
0.14160156,-58.86185000
0.14221191,-63.87865000
0.14282227,-64.00494000
0.14343262,-59.46024000
0.14404297,-55.83738000
0.14465332,-55.37719000
0.14526367,-63.35778000
0.14587402,-53.93219000
0.14648438,-64.65370000
0.14709473,-58.03748000
0.14770508,-67.52652000
0.14831543,-66.91210000
0.14892578,-61.40702000
0.14953613,-63.05688000
0.15014648,-79.45445000
0.15075684,-66.21776000
0.15136719,-78.01191000
0.15197754,-61.52147000
0.15258789,-55.21363000
0.15319824,-59.99571000
0.15380859,-77.98934000
0.15441895,-62.95679000
0.15502930,-60.59788000
0.15563965,-64.73065000
0.15625000,-65.71970000
0.15686035,-57.51263000
0.15747070,-56.03487000
0.15808105,-61.34663000
0.15869141,-61.09863000
0.15930176,-56.74347000
0.15991211,-59.51476000
0.16052246,-68.64557000
0.16113281,-62.24783000
0.16174316,-58.48532000
0.16235352,-63.34901000
0.16296387,-66.19856000
0.16357422,-61.48745000
0.16418457,-57.55627000
0.16479492,-67.82148000
0.16540527,-75.54956000
0.16601563,-60.56744000
0.16662598,-59.82131000
0.16723633,-67.03221000
0.16784668,-60.64783000
0.16845703,-58.79833000
0.16906738,-60.71566000
0.16967773,-60.49463000
0.17028809,-54.98290000
0.17089844,-63.92310000
0.17150879,-69.21754000
0.17211914,-72.63328000
0.17272949,-66.14576000
0.17333984,-60.56552000
0.17395020,-69.84360000
0.17456055,-66.21274000
0.17517090,-59.39487000
0.17578125,-57.78992000
0.17639160,-60.13693000
0.17700195,-60.23768000
0.17761230,-62.58066000
0.17822266,-60.01350000
0.17883301,-57.78360000
0.17944336,-55.98879000
0.18005371,-58.95091000
0.18066406,-67.87681000
0.18127441,-67.40642000
0.18188477,-60.63910000
0.18249512,-58.98024000
0.18310547,-60.71417000
0.18371582,-70.74149000
0.18432617,-65.26067000
0.18493652,-63.48198000
0.18554688,-67.25612000
0.18615723,-64.47734000
0.18676758,-79.88292000
0.18737793,-62.79802000
0.18798828,-74.18478000
0.18859863,-68.08846000
0.18920898,-69.96271000
0.18981934,-58.40836000
0.19042969,-57.69905000
0.19104004,-70.86793000
0.19165039,-59.75808000
0.19226074,-61.39405000
0.19287109,-67.23687000
0.19348145,-64.19551000
0.19409180,-62.54766000
0.19470215,-65.76934000
0.19531250,-57.55153000
0.19592285,-60.32156000
0.19653320,-61.17157000
0.19714355,-57.38164000
0.19775391,-61.29446000
0.19836426,-69.38792000
0.19897461,-66.81253000
0.19958496,-63.18422000
0.20019531,-59.16473000
0.20080566,-68.24279000
0.20141602,-68.18422000
0.20202637,-64.04683000
0.20263672,-57.28975000
0.20324707,-55.06964000
0.20385742,-58.89351000
0.20446777,-67.78445000
0.20507813,-56.83305000
0.20568848,-59.01364000
0.20629883,-66.47282000
0.20690918,-82.93909000
0.20751953,-67.14078000
0.20812988,-59.55701000
0.20874023,-63.10809000
0.20935059,-60.95419000
0.20996094,-65.61790000
0.21057129,-57.29231000
0.21118164,-59.46858000
0.21179199,-61.26424000
0.21240234,-65.65667000
0.21301270,-60.89579000
0.21362305,-62.74313000
0.21423340,-59.85263000
0.21484375,-57.13810000
0.21545410,-56.67638000
0.21606445,-63.50384000
0.21667480,-66.86456000
0.21728516,-70.61285000
0.21789551,-59.17960000
0.21850586,-58.67216000
0.21911621,-61.76811000
0.21972656,-63.30185000
0.22033691,-58.63519000
0.22094727,-69.80359000
0.22155762,-60.40922000
0.22216797,-66.61267000
0.22277832,-77.06480000
0.22338867,-66.53809000
0.22399902,-59.22335000
0.22460938,-56.41642000
0.22521973,-58.83499000
0.22583008,-68.49847000
0.22644043,-62.10590000
0.22705078,-69.48623000
0.22766113,-65.57332000
0.22827148,-61.37735000
0.22888184,-64.04749000
0.22949219,-63.63516000
0.23010254,-60.38809000
0.23071289,-66.84209000
0.23132324,-76.18655000
0.23193359,-62.80161000
0.23254395,-62.17273000
0.23315430,-70.93543000
0.23376465,-73.00793000
0.23437500,-61.20970000
0.23498535,-62.44436000
0.23559570,-67.26829000
0.23620605,-65.48522000
0.23681641,-68.06176000
0.23742676,-69.44801000
0.23803711,-65.50347000
0.23864746,-57.73780000
0.23925781,-57.08906000
0.23986816,-60.81745000
0.24047852,-66.12650000
0.24108887,-70.53590000
0.24169922,-59.48213000
0.24230957,-55.68890000
0.24291992,-60.38401000
0.24353027,-69.27813000
0.24414063,-57.54573000
0.24475098,-62.95410000
0.24536133,-70.20340000
0.24597168,-66.51596000
0.24658203,-62.47822000
0.24719238,-64.72467000
0.24780273,-65.57445000
0.24841309,-62.18172000
0.24902344,-61.22435000
0.24963379,-71.97195000
0.25024414,-63.04515000
0.25085449,-66.59743000
0.25146484,-62.42170000
0.25207520,-70.74990000
0.25268555,-70.86723000
0.25329590,-72.17145000
0.25390625,-62.17574000
0.25451660,-61.91203000
0.25512695,-63.96471000
0.25573730,-70.81912000
0.25634766,-73.88447000
0.25695801,-71.30895000
0.25756836,-60.40009000
0.25817871,-61.59105000
0.25878906,-77.02256000
0.25939941,-76.34769000
0.26000977,-62.82985000
0.26062012,-66.60170000
0.26123047,-73.89951000
0.26184082,-62.34924000
0.26245117,-60.36781000
0.26306152,-63.23950000
0.26367188,-65.46329000
0.26428223,-65.22130000
0.26489258,-77.36626000
0.26550293,-75.63587000
0.26611328,-70.51158000
0.26672363,-64.33637000
0.26733398,-71.19025000
0.26794434,-67.58566000
0.26855469,-63.27890000
0.26916504,-59.06784000
0.26977539,-61.78022000
0.27038574,-63.37938000
0.27099609,-74.22377000
0.27160645,-59.28850000
0.27221680,-59.94419000
0.27282715,-69.73304000
0.27343750,-63.89544000
0.27404785,-65.15175000
0.27465820,-88.46979000
0.27526855,-71.65520000
0.27587891,-75.95511000
0.27648926,-72.52713000
0.27709961,-75.91750000
0.27770996,-67.00812000
0.27832031,-63.64866000
0.27893066,-69.39367000
0.27954102,-65.40806000
0.28015137,-65.75269000
0.28076172,-82.73164000
0.28137207,-67.19849000
0.28198242,-58.44987000
0.28259277,-62.85912000
0.28320313,-77.35215000
0.28381348,-65.72203000
0.28442383,-66.98518000
0.28503418,-65.34568000
0.28564453,-59.51338000
0.28625488,-65.91917000
0.28686523,-70.20760000
