X[Hz],50V,100V,200V,Background
663.0,3.665915e-07,3.546488e-07,3.4300849999999996e-07,5.3110719999999985e-09
664.0,4.15228e-07,2.962377e-07,3.4037840000000005e-07,5.022137e-09
665.0,3.8233290000000005e-07,3.494174e-07,3.4197070000000004e-07,4.290198e-09
666.0,2.7941309999999995e-07,3.400609e-07,3.6810790000000004e-07,5.36812e-09
667.0,3.4769100000000004e-07,2.504046e-07,3.624836e-07,5.105331e-09
668.0,4.260116e-07,3.401458e-07,4.0351240000000007e-07,4.3988809999999995e-09
669.0,4.082157e-07,3.7161279999999997e-07,3.869838e-07,5.546808000000001e-09
670.0,3.526847e-07,3.2517159999999997e-07,4.0167320000000004e-07,4.853023e-09
671.0,3.6672579999999996e-07,3.804178e-07,3.082994e-07,4.495128e-09
672.0,3.457949e-07,3.9709290000000006e-07,3.800329e-07,4.154032000000001e-09
673.0,3.2089469999999996e-07,3.4380809999999994e-07,4.112954000000001e-07,4.918415e-09
674.0,3.4847929999999996e-07,3.058464e-07,3.2028719999999997e-07,5.187572e-09
675.0,3.3083440000000003e-07,3.3579409999999996e-07,3.094968e-07,4.6294830000000006e-09
676.0,3.654396e-07,2.545482e-07,2.8852459999999995e-07,5.149825e-09
677.0,3.957699e-07,4.0718e-07,3.967484e-07,4.673436999999999e-09
678.0,3.829606e-07,3.887015e-07,3.121375e-07,4.860152e-09
679.0,3.956563e-07,4.0244529999999995e-07,3.7056490000000004e-07,4.098598e-09
680.0,3.014188e-07,4.007988e-07,2.88765e-07,4.814875e-09
681.0,3.540302e-07,3.384114e-07,3.1554190000000004e-07,4.231679e-09
682.0,2.9943000000000003e-07,3.964868e-07,4.105594e-07,5.2013989999999995e-09
683.0,3.6146430000000004e-07,3.168759e-07,3.2205020000000004e-07,4.923157e-09
684.0,4.0540170000000004e-07,2.781643e-07,2.997335e-07,5.332199000000001e-09
685.0,2.893829e-07,3.273142e-07,3.715112e-07,5.144959e-09
686.0,3.521918e-07,3.33041e-07,2.9628290000000004e-07,3.992453e-09
687.0,3.474274e-07,3.9269690000000005e-07,3.153922e-07,5.372633000000001e-09
688.0,3.261366e-07,3.2790349999999996e-07,3.424073e-07,5.731894000000001e-09
689.0,3.0711340000000005e-07,3.277812e-07,3.862778e-07,5.180932e-09
690.0,3.4579029999999995e-07,3.169366e-07,3.633424e-07,6.635065999999999e-09
691.0,3.540099e-07,3.4496320000000005e-07,3.084867e-07,5.661978e-09
692.0,4.222833e-07,3.7437890000000003e-07,4.155205e-07,5.625329000000001e-09
693.0,3.318206e-07,3.773763e-07,4.58807e-07,4.401592e-09
694.0,3.9132909999999996e-07,3.236994e-07,3.5777859999999997e-07,4.805614e-09
695.0,2.9254890000000004e-07,2.827553e-07,3.1526940000000004e-07,4.806822e-09
696.0,3.4551829999999996e-07,2.572412e-07,3.76762e-07,4.065485e-09
697.0,2.9777640000000003e-07,3.411477e-07,2.6668259999999996e-07,5.25876e-09
698.0,3.923682e-07,3.2658e-07,3.7964240000000005e-07,5.520279e-09
699.0,3.709395e-07,2.69336e-07,3.5647329999999997e-07,4.777129e-09
700.0,3.722724e-07,3.709102e-07,2.993208e-07,4.823953e-09
701.0,2.852949e-07,2.941573e-07,2.618925e-07,5.438550999999999e-09
702.0,3.5421040000000007e-07,3.201372e-07,3.6205709999999996e-07,5.0415529999999995e-09
703.0,3.5217040000000003e-07,2.8682209999999996e-07,3.2720739999999997e-07,4.422678e-09
704.0,2.9707890000000004e-07,2.6271179999999997e-07,2.938795e-07,4.865789000000001e-09
705.0,3.3029959999999996e-07,3.804128e-07,2.777643e-07,5.167635000000001e-09
706.0,3.250481e-07,3.7872890000000004e-07,2.971854e-07,4.733022e-09
707.0,3.308468e-07,3.2050719999999996e-07,2.427577e-07,4.499342000000001e-09
708.0,3.1025240000000004e-07,3.0618240000000003e-07,3.0691559999999997e-07,4.405805000000001e-09
709.0,3.641294e-07,3.406223e-07,3.2351100000000004e-07,4.693534e-09
710.0,3.424868e-07,2.4275879999999997e-07,2.925515e-07,5.0980309999999995e-09
711.0,2.9399570000000003e-07,4.0993879999999996e-07,2.620181e-07,5.360845000000001e-09
712.0,3.6437909999999995e-07,3.091658e-07,3.322459e-07,4.318862e-09
713.0,3.3083259999999996e-07,3.5887809999999993e-07,3.904399e-07,4.435188e-09
714.0,3.196895e-07,2.937313e-07,3.3128120000000005e-07,5.112914000000001e-09
715.0,2.886033e-07,2.99687e-07,3.255552e-07,5.311166e-09
716.0,3.312532e-07,3.110218e-07,3.497854e-07,5.607606e-09
717.0,3.5224899999999997e-07,2.95394e-07,3.0185390000000003e-07,4.909728e-09
718.0,3.2539120000000004e-07,3.249593e-07,2.588968e-07,6.387744000000001e-09
719.0,2.773995e-07,3.487021e-07,2.8190170000000003e-07,5.220905e-09
720.0,3.787388e-07,3.477691e-07,3.3955979999999997e-07,5.260216e-09
721.0,3.840724e-07,2.556144e-07,3.4451059999999996e-07,4.487063e-09
722.0,2.866808e-07,2.892221e-07,3.363511e-07,5.862609000000001e-09
723.0,3.2629280000000004e-07,2.502365e-07,3.211847e-07,4.587401e-09
724.0,3.342685e-07,2.954395e-07,2.977675e-07,4.922975000000001e-09
725.0,3.0726879999999996e-07,2.5466839999999996e-07,2.883178e-07,5.084459e-09
726.0,3.3534779999999996e-07,2.633894e-07,3.4275859999999993e-07,5.635637e-09
727.0,3.522557e-07,3.398534e-07,3.19643e-07,4.490677999999999e-09
728.0,2.7948809999999996e-07,3.103308e-07,3.43632e-07,5.305619000000001e-09
729.0,2.831041e-07,2.91198e-07,2.949073e-07,6.041083e-09
730.0,3.3816609999999995e-07,3.0849120000000004e-07,3.1214340000000004e-07,5.454860999999999e-09
731.0,3.73478e-07,3.219412e-07,3.018177e-07,5.1152949999999995e-09
732.0,3.7079640000000003e-07,3.3416609999999997e-07,2.8570790000000004e-07,4.8636099999999995e-09
733.0,2.7493e-07,2.764422e-07,3.579057e-07,4.592083e-09
734.0,3.0213329999999997e-07,3.002737e-07,2.762935e-07,5.105115e-09
735.0,3.263201e-07,3.3349319999999997e-07,3.855643e-07,4.9496829999999995e-09
736.0,3.5469580000000003e-07,3.626005e-07,3.570075e-07,5.687691999999999e-09
737.0,3.568285e-07,3.4742190000000003e-07,2.877034e-07,4.646665e-09
738.0,2.656025e-07,3.506073e-07,2.90809e-07,4.777513e-09
739.0,3.2346389999999997e-07,3.266969e-07,3.3377359999999993e-07,5.627161999999999e-09
740.0,2.905825e-07,3.110492e-07,3.404862e-07,5.7745639999999996e-09
741.0,2.728965e-07,3.44845e-07,3.237622e-07,5.3715259999999995e-09
742.0,3.2379490000000006e-07,3.135581e-07,3.073594e-07,5.080163e-09
743.0,3.031164e-07,2.79056e-07,2.371024e-07,5.436092e-09
744.0,2.836332e-07,2.8304959999999996e-07,2.96669e-07,4.4113580000000006e-09
745.0,3.5362590000000003e-07,2.6846559999999994e-07,3.023341e-07,4.65075e-09
746.0,3.3892109999999993e-07,2.9912109999999996e-07,2.7513640000000003e-07,4.62193e-09
747.0,2.514088e-07,3.139244e-07,2.7341409999999995e-07,4.1431540000000006e-09
748.0,3.4246629999999994e-07,3.201542e-07,2.991463e-07,3.842808e-09
749.0,2.7529679999999997e-07,3.23488e-07,3.0954440000000003e-07,4.937257000000001e-09
750.0,2.418194e-07,3.077327e-07,3.025458e-07,5.161537000000001e-09
751.0,3.830878e-07,3.054457e-07,3.2051659999999996e-07,3.607534e-09
752.0,3.15936e-07,3.0577529999999997e-07,2.98274e-07,3.7961109999999995e-09
753.0,2.978176e-07,2.73228e-07,2.739774e-07,4.736397e-09
754.0,3.0587479999999997e-07,2.943207e-07,2.8762209999999997e-07,3.174415e-09
755.0,2.59878e-07,2.8295040000000005e-07,3.0268059999999996e-07,6.075044e-09
756.0,2.697444e-07,3.6870979999999993e-07,3.202642e-07,5.2705590000000006e-09
757.0,2.892175e-07,2.786062e-07,3.813049e-07,4.806985e-09
758.0,3.1953309999999997e-07,2.8185540000000005e-07,2.482579e-07,4.859845999999999e-09
759.0,2.889059e-07,3.0505740000000005e-07,3.2816249999999996e-07,5.009563e-09
760.0,2.9243349999999997e-07,2.7223490000000004e-07,2.83151e-07,5.174742999999999e-09
761.0,2.952901e-07,2.6706659999999997e-07,3.175355e-07,4.9079520000000004e-09
762.0,3.012058e-07,3.1001009999999995e-07,2.861787e-07,4.5613969999999994e-09
763.0,3.5586220000000005e-07,2.8976440000000005e-07,3.3534410000000003e-07,6.4453149999999995e-09
764.0,2.435633e-07,3.4191590000000004e-07,2.809443e-07,5.4272730000000006e-09
765.0,2.8126759999999995e-07,2.977997e-07,2.784739e-07,5.065689e-09
766.0,2.823049e-07,2.921379e-07,3.481171e-07,5.461755e-09
767.0,3.0864899999999997e-07,2.9601259999999997e-07,3.510383e-07,4.5611819999999996e-09
768.0,2.581513e-07,2.8438440000000004e-07,2.736735e-07,4.8972139999999995e-09
769.0,2.982569e-07,2.677266e-07,2.573849e-07,5.13938e-09
770.0,2.881797e-07,3.188609e-07,3.221416e-07,5.215178e-09
771.0,2.589472e-07,3.8909599999999995e-07,3.087605e-07,5.056925e-09
772.0,2.692597e-07,3.614372e-07,3.37182e-07,5.0779279999999994e-09
773.0,2.9537400000000003e-07,2.668998e-07,2.79944e-07,3.762665e-09
774.0,1.989418e-07,2.532441e-07,3.235753e-07,4.915094e-09
775.0,3.215507e-07,3.3518549999999995e-07,2.793244e-07,5.342382e-09
776.0,3.2417130000000003e-07,3.062612e-07,2.585926e-07,6.246271999999999e-09
777.0,3.3406599999999997e-07,3.4509409999999997e-07,2.906741e-07,3.887782999999999e-09
778.0,3.226018e-07,2.693289e-07,3.064139e-07,4.6555299999999995e-09
779.0,3.35288e-07,3.084156e-07,3.0809459999999996e-07,3.8424609999999995e-09
780.0,2.371785e-07,2.9325059999999996e-07,2.825364e-07,5.483041999999999e-09
781.0,2.4597089999999995e-07,2.7099009999999996e-07,3.291445e-07,4.788187e-09
782.0,2.904402e-07,2.859918e-07,2.8241529999999995e-07,5.648883000000001e-09
783.0,2.9686e-07,2.726275e-07,3.643284e-07,5.2436179999999995e-09
784.0,2.6281840000000004e-07,2.898347e-07,2.899847e-07,5.217229999999999e-09
785.0,2.673586e-07,2.709629e-07,2.9015490000000003e-07,4.967541e-09
786.0,2.377131e-07,2.2331900000000002e-07,3.34071e-07,5.094952000000001e-09
787.0,3.036371e-07,2.62984e-07,2.8345159999999994e-07,4.381175e-09
788.0,2.962429e-07,2.686617e-07,2.7411720000000003e-07,4.7786430000000005e-09
789.0,2.7089129999999996e-07,3.094947e-07,2.489807e-07,3.848996e-09
790.0,3.178949e-07,2.7485559999999993e-07,2.513766e-07,6.21656e-09
791.0,3.449559e-07,3.278157e-07,2.9590509999999997e-07,4.41453e-09
792.0,2.8531240000000003e-07,2.2548279999999997e-07,3.009495e-07,4.00399e-09
793.0,3.1067759999999995e-07,3.306301e-07,2.6664040000000003e-07,5.898272e-09
794.0,2.802728e-07,2.510297e-07,3.798451e-07,4.74208e-09
795.0,2.621651e-07,2.89393e-07,3.062387e-07,5.064532000000001e-09
796.0,2.709943e-07,2.605521e-07,2.481872e-07,4.876394e-09
797.0,2.6573340000000004e-07,2.425695e-07,2.265747e-07,4.4205429999999994e-09
798.0,2.609921e-07,3.155692e-07,3.2730730000000004e-07,4.034755e-09
799.0,3.6250570000000005e-07,2.949656e-07,2.814834e-07,4.260527e-09
800.0,2.6634870000000005e-07,2.61094e-07,2.8678959999999997e-07,5.0458270000000004e-09
801.0,3.249923e-07,3.0943140000000003e-07,3.260743e-07,5.080085999999999e-09
802.0,2.799104e-07,3.065297e-07,2.5600329999999997e-07,5.670094e-09
803.0,2.2824479999999998e-07,2.634335e-07,2.75111e-07,4.8964540000000004e-09
804.0,2.55164e-07,2.758202e-07,2.7514570000000004e-07,5.31637e-09
805.0,2.892623e-07,2.761583e-07,3.0815329999999997e-07,4.34958e-09
806.0,2.9859920000000005e-07,2.611871e-07,2.715625e-07,4.70033e-09
807.0,2.385776e-07,2.871327e-07,3.139037e-07,4.767478e-09
808.0,1.6985410000000003e-07,2.94669e-07,2.7008700000000003e-07,3.578269e-09
809.0,3.028966e-07,2.7173929999999997e-07,2.525458e-07,4.988675999999999e-09
810.0,2.1258440000000001e-07,2.5338539999999996e-07,2.7890429999999997e-07,5.310276999999999e-09
811.0,3.167697e-07,2.6104250000000003e-07,3.3737840000000004e-07,4.7456930000000005e-09
812.0,2.901153e-07,2.8957559999999995e-07,2.619787e-07,5.2706799999999994e-09
813.0,2.484867e-07,3.0123409999999995e-07,2.922937e-07,6.013946e-09
814.0,2.123556e-07,2.422927e-07,2.47262e-07,4.583011999999999e-09
815.0,3.25837e-07,2.125282e-07,2.783227e-07,4.889801e-09
816.0,2.147093e-07,2.933339e-07,2.836035e-07,5.474973000000001e-09
817.0,2.1766110000000002e-07,2.9229540000000003e-07,3.165881e-07,4.59958e-09
818.0,2.817182e-07,2.308515e-07,2.875917e-07,4.157628e-09
819.0,3.099742e-07,2.570222e-07,2.486701e-07,4.77181e-09
820.0,2.560987e-07,2.695639e-07,2.929021e-07,5.382861999999999e-09
821.0,2.41889e-07,2.471278e-07,2.2463829999999998e-07,4.750003e-09
822.0,2.700958e-07,2.827126e-07,3.0053999999999996e-07,4.129731e-09
823.0,3.0810520000000003e-07,2.6801670000000003e-07,3.063809e-07,4.683536e-09
824.0,2.524173e-07,2.6240129999999997e-07,2.670034e-07,4.4429399999999995e-09
825.0,3.106032e-07,2.886695e-07,3.293616e-07,4.899607e-09
826.0,2.453677e-07,2.718371e-07,2.248576e-07,4.785824000000001e-09
827.0,2.398983e-07,2.474341e-07,2.567585e-07,4.100521e-09
828.0,2.824627e-07,2.52667e-07,2.591424e-07,4.899707e-09
829.0,2.682113e-07,2.6708670000000004e-07,2.7403120000000004e-07,4.629849000000001e-09
830.0,2.7612320000000003e-07,2.589179e-07,2.566107e-07,4.405363e-09
831.0,2.517465e-07,2.654e-07,2.511149e-07,4.465616e-09
832.0,2.651577e-07,2.632683e-07,3.122706e-07,4.119963e-09
833.0,2.622421e-07,2.356287e-07,2.6650240000000003e-07,4.731317e-09
834.0,2.616583e-07,2.954635e-07,2.876178e-07,4.693352e-09
835.0,2.3320910000000003e-07,2.0812829999999997e-07,2.934119e-07,4.129977e-09
836.0,2.6879659999999997e-07,2.722971e-07,2.605459e-07,4.9833990000000005e-09
837.0,3.080516e-07,2.8857259999999995e-07,2.632551e-07,6.111843000000002e-09
838.0,2.7738590000000003e-07,2.0494870000000001e-07,2.316359e-07,5.374384e-09
839.0,2.517035e-07,2.598113e-07,2.808492e-07,5.339425e-09
840.0,2.1865920000000004e-07,2.714472e-07,2.2273889999999997e-07,4.786921e-09
841.0,2.43863e-07,2.740723e-07,2.854849e-07,5.173755e-09
842.0,2.944402e-07,2.094569e-07,2.8634e-07,4.459229e-09
843.0,2.6800259999999997e-07,2.581934e-07,2.9417090000000003e-07,3.7714799999999995e-09
844.0,2.3728279999999998e-07,3.2507940000000004e-07,2.576944e-07,4.055805e-09
845.0,2.3004000000000001e-07,2.417603e-07,2.956557e-07,5.667035e-09
846.0,2.7451929999999995e-07,2.6895459999999994e-07,2.834233e-07,4.927920999999999e-09
847.0,2.228043e-07,2.7807129999999995e-07,2.8713109999999997e-07,4.018838e-09
848.0,2.3766420000000001e-07,2.7178490000000006e-07,2.295738e-07,4.9487340000000006e-09
849.0,2.5723029999999996e-07,2.119592e-07,2.337761e-07,4.562613000000001e-09
850.0,2.249464e-07,2.4702570000000003e-07,2.646098e-07,5.391840999999999e-09
851.0,2.287425e-07,3.074062e-07,3.052115e-07,4.020038e-09
852.0,2.3055629999999997e-07,2.611078e-07,2.8167e-07,5.30886e-09
853.0,3.097743e-07,2.7493200000000004e-07,2.450973e-07,4.239454000000001e-09
854.0,2.557757e-07,3.0959e-07,2.55449e-07,4.6878209999999995e-09
855.0,2.640458e-07,2.429543e-07,2.327695e-07,6.040523e-09
856.0,2.358904e-07,2.451463e-07,2.596424e-07,4.663705e-09
857.0,2.592383e-07,2.582059e-07,2.760044e-07,6.3760550000000005e-09
858.0,2.253285e-07,2.422326e-07,2.884755e-07,5.057144e-09
859.0,2.881769e-07,2.3575789999999997e-07,2.2319470000000003e-07,4.698934e-09
860.0,2.9770959999999996e-07,2.5103490000000003e-07,2.814815e-07,4.745930000000001e-09
861.0,3.06412e-07,2.417074e-07,3.015581e-07,5.714128e-09
862.0,3.2275500000000003e-07,2.5950129999999997e-07,2.716146e-07,5.860586e-09
863.0,2.8345040000000004e-07,2.583566e-07,2.427002e-07,5.500014e-09
864.0,2.509176e-07,2.684231e-07,2.69874e-07,3.2894640000000004e-09
865.0,2.049554e-07,2.179251e-07,2.567766e-07,5.145116e-09
866.0,2.101664e-07,2.2903129999999998e-07,1.737876e-07,4.260437e-09
867.0,2.9486219999999997e-07,3.0292240000000004e-07,2.813582e-07,4.510487e-09
868.0,2.433814e-07,3.10791e-07,2.421288e-07,4.694293e-09
869.0,2.393159e-07,2.566459e-07,1.804626e-07,3.867589e-09
870.0,2.8610220000000004e-07,2.792052e-07,2.702105e-07,3.884574e-09
871.0,2.5773320000000003e-07,2.754405e-07,2.180134e-07,5.584574999999999e-09
872.0,2.339601e-07,2.4413710000000003e-07,3.044877e-07,4.359459e-09
873.0,3.0699679999999997e-07,1.859911e-07,2.590128e-07,4.985639e-09
874.0,3.260689e-07,2.409535e-07,2.374292e-07,4.093745999999999e-09
875.0,2.4258229999999997e-07,2.2068820000000003e-07,2.655037e-07,5.283677e-09
876.0,2.697715e-07,2.718079e-07,2.432312e-07,4.771077999999999e-09
877.0,2.2524279999999996e-07,2.5099150000000004e-07,2.836878e-07,5.474155e-09
878.0,1.93701e-07,2.6148870000000004e-07,3.026016e-07,5.2542519999999995e-09
879.0,2.3669570000000001e-07,2.2193390000000002e-07,2.584166e-07,5.1099110000000005e-09
880.0,2.437519e-07,2.3717579999999997e-07,2.600938e-07,5.023953e-09
881.0,2.344085e-07,2.248374e-07,2.600007e-07,4.6522029999999994e-09
882.0,2.2537849999999998e-07,2.328601e-07,2.379278e-07,5.228656e-09
883.0,2.676315e-07,2.9427840000000003e-07,3.090423e-07,4.889531e-09
884.0,2.298113e-07,2.721335e-07,2.372673e-07,3.921318e-09
885.0,2.466017e-07,2.677285e-07,2.421605e-07,4.9442179999999995e-09
886.0,2.283435e-07,2.453064e-07,3.08176e-07,3.7419400000000004e-09
887.0,2.263345e-07,2.440601e-07,2.2795999999999998e-07,5.964792e-09
888.0,2.226193e-07,2.127648e-07,2.080832e-07,5.007018e-09
889.0,2.433967e-07,1.988051e-07,3.0018109999999995e-07,5.375121000000001e-09
890.0,2.401251e-07,2.667719e-07,2.353932e-07,4.3584060000000004e-09
891.0,2.32269e-07,2.742781e-07,3.0106509999999994e-07,5.384856e-09
892.0,2.799382e-07,2.289695e-07,2.843117e-07,5.06312e-09
893.0,2.5685979999999995e-07,2.9470459999999997e-07,2.7320159999999997e-07,4.3078699999999995e-09
894.0,2.794707e-07,2.2681520000000002e-07,2.947172e-07,4.950847e-09
895.0,2.6218629999999997e-07,2.266385e-07,1.79955e-07,4.852668e-09
896.0,2.560867e-07,2.7383199999999996e-07,2.334388e-07,4.661285e-09
897.0,2.320013e-07,2.1578510000000001e-07,2.384557e-07,4.134648000000001e-09
898.0,2.832006e-07,2.8253740000000003e-07,2.806748e-07,6.192394e-09
899.0,2.929353e-07,2.566955e-07,2.896187e-07,4.2924490000000005e-09
900.0,2.4419720000000004e-07,2.1031589999999997e-07,2.794699e-07,4.388439e-09
901.0,2.615681e-07,2.413287e-07,2.569181e-07,4.655328e-09
902.0,2.465698e-07,2.309375e-07,2.634928e-07,5.073204999999999e-09
903.0,2.427572e-07,2.3809770000000002e-07,2.596831e-07,4.707652e-09
904.0,2.3646929999999997e-07,2.51174e-07,2.3825320000000002e-07,5.0281969999999995e-09
905.0,2.161524e-07,2.2017020000000003e-07,2.2154020000000002e-07,5.253208e-09
906.0,2.484441e-07,2.3702820000000003e-07,2.698395e-07,5.08073e-09
907.0,2.6622059999999996e-07,2.031061e-07,2.375832e-07,4.689474e-09
908.0,2.452629e-07,2.760648e-07,2.36767e-07,5.175854e-09
909.0,2.755565e-07,2.5538710000000003e-07,2.575553e-07,5.57261e-09
910.0,1.72027e-07,2.693678e-07,2.1746470000000002e-07,4.795294e-09
911.0,2.182186e-07,2.6070039999999997e-07,2.084669e-07,4.738231e-09
912.0,2.6255909999999995e-07,2.590905e-07,2.3468199999999998e-07,3.5295399999999998e-09
913.0,2.3860979999999995e-07,2.101897e-07,2.5397779999999996e-07,4.787668e-09
914.0,2.429636e-07,2.856373e-07,2.155953e-07,4.434745e-09
915.0,2.398317e-07,2.85257e-07,2.582578e-07,5.1782090000000006e-09
916.0,2.0649580000000001e-07,1.726848e-07,2.289939e-07,4.617827000000001e-09
917.0,1.9876820000000003e-07,2.256268e-07,2.4578889999999996e-07,4.8278240000000004e-09
918.0,2.829871e-07,2.122407e-07,1.9925339999999999e-07,5.06325e-09
919.0,2.526618e-07,2.514664e-07,2.1675e-07,4.8544449999999996e-09
920.0,2.1785079999999997e-07,2.2192640000000002e-07,2.312886e-07,4.723399e-09
921.0,2.361833e-07,2.139077e-07,2.187286e-07,4.831974e-09
922.0,2.36567e-07,2.3290150000000002e-07,2.991699e-07,4.6723059999999995e-09
923.0,2.328038e-07,2.411817e-07,2.558273e-07,4.287624e-09
924.0,2.53397e-07,1.998603e-07,3.0555140000000003e-07,3.893889e-09
925.0,1.8851229999999996e-07,2.456465e-07,2.252787e-07,5.223939999999999e-09
926.0,2.320897e-07,2.449343e-07,2.440765e-07,4.822188e-09
927.0,2.96307e-07,2.566348e-07,2.679708e-07,4.728069999999999e-09
928.0,2.18844e-07,2.404117e-07,1.9721399999999998e-07,5.032252e-09
929.0,2.0388850000000002e-07,2.584836e-07,1.9943379999999997e-07,4.732314000000001e-09
930.0,2.598292e-07,2.475454e-07,2.24683e-07,4.289227e-09
931.0,2.254726e-07,2.667097e-07,2.6261290000000003e-07,4.097595999999999e-09
932.0,1.8708760000000002e-07,1.464444e-07,2.110203e-07,4.603835999999999e-09
933.0,2.477104e-07,2.933584e-07,2.556534e-07,5.3314709999999995e-09
934.0,3.0401359999999996e-07,2.2743920000000004e-07,2.441273e-07,4.806686e-09
935.0,2.384244e-07,2.3502510000000002e-07,2.380537e-07,4.820188e-09
936.0,2.19163e-07,2.290531e-07,2.396184e-07,4.795832000000001e-09
937.0,2.235375e-07,2.452031e-07,2.426456e-07,4.835807e-09
938.0,2.8362859999999996e-07,2.005596e-07,1.785207e-07,5.368523000000001e-09
939.0,2.517546e-07,2.583757e-07,2.237944e-07,4.769089e-09
940.0,2.280339e-07,2.049921e-07,2.4227650000000003e-07,4.500416e-09
941.0,2.3897679999999997e-07,2.702412e-07,2.643249e-07,5.1889490000000005e-09
942.0,2.51989e-07,2.6059629999999996e-07,2.373337e-07,4.3202659999999996e-09
943.0,1.9990860000000002e-07,2.503367e-07,2.255191e-07,5.007083999999999e-09
944.0,2.175902e-07,2.132301e-07,2.9022140000000006e-07,5.0500279999999996e-09
945.0,1.9402339999999998e-07,2.0721420000000003e-07,2.124511e-07,6.338106e-09
946.0,1.996462e-07,2.19174e-07,2.156342e-07,5.264464e-09
947.0,2.210904e-07,2.8331590000000003e-07,2.541606e-07,4.778305e-09
948.0,2.669369e-07,2.787122e-07,2.194611e-07,5.3736700000000005e-09
949.0,2.2083629999999998e-07,2.096901e-07,2.438425e-07,4.64578e-09
950.0,2.580655e-07,2.401597e-07,2.373493e-07,4.075062e-09
951.0,2.4639679999999997e-07,2.68165e-07,2.3214200000000001e-07,4.59306e-09
952.0,1.995704e-07,2.38689e-07,2.4278170000000003e-07,5.363169e-09
953.0,2.531021e-07,2.0073229999999998e-07,2.551173e-07,4.375632000000001e-09
954.0,2.130102e-07,2.051858e-07,2.022651e-07,4.9773090000000006e-09
955.0,2.401105e-07,2.1978189999999998e-07,2.323508e-07,4.006638e-09
956.0,1.941384e-07,2.319422e-07,2.7104959999999996e-07,5.421374e-09
957.0,2.264187e-07,2.0916329999999998e-07,2.9107120000000004e-07,4.708934e-09
958.0,2.3075770000000003e-07,2.037743e-07,2.409567e-07,4.908709e-09
959.0,2.1427879999999997e-07,2.330287e-07,2.340866e-07,5.653037e-09
960.0,2.44302e-07,2.70865e-07,2.414571e-07,4.294231e-09
961.0,2.4910429999999996e-07,2.043704e-07,2.018395e-07,5.256558000000001e-09
962.0,2.0929920000000004e-07,2.455044e-07,2.484733e-07,6.14258e-09
963.0,2.164808e-07,2.712709e-07,2.139418e-07,4.3306999999999995e-09
964.0,2.202441e-07,2.3588829999999998e-07,2.542111e-07,4.662956e-09
965.0,2.212607e-07,2.6074560000000003e-07,2.135126e-07,4.791927999999999e-09
966.0,2.182795e-07,2.527259e-07,2.376943e-07,4.186058e-09
967.0,2.0602900000000002e-07,2.720992e-07,2.237037e-07,5.179992e-09
968.0,2.053141e-07,2.360997e-07,2.2417629999999998e-07,4.100930000000001e-09
969.0,2.243293e-07,2.564275e-07,1.899522e-07,4.898005999999999e-09
970.0,2.132824e-07,2.325729e-07,2.426368e-07,4.899385e-09
971.0,2.363778e-07,2.302126e-07,2.2279699999999998e-07,5.0151599999999995e-09
972.0,2.537417e-07,2.379786e-07,2.1804970000000002e-07,3.480897e-09
973.0,2.022485e-07,1.867897e-07,2.4548649999999997e-07,5.1198359999999995e-09
974.0,1.8895120000000002e-07,1.987559e-07,2.4399929999999996e-07,4.2186320000000006e-09
975.0,2.0502389999999998e-07,2.3028179999999999e-07,2.3929660000000003e-07,4.646119000000001e-09
976.0,2.064649e-07,2.155334e-07,2.1213929999999997e-07,4.955246e-09
977.0,2.429448e-07,1.906973e-07,2.507201e-07,5.0253579999999995e-09
978.0,1.9094339999999999e-07,1.808515e-07,1.717623e-07,4.917465999999999e-09
979.0,1.9883600000000002e-07,2.6932009999999997e-07,2.5601479999999997e-07,5.1330240000000006e-09
980.0,2.36998e-07,1.838027e-07,2.127739e-07,5.220592000000001e-09
981.0,2.360298e-07,2.50772e-07,2.102952e-07,4.03232e-09
982.0,2.418661e-07,2.446567e-07,2.339124e-07,4.376024000000001e-09
983.0,2.269453e-07,1.787286e-07,2.237193e-07,5.278904000000001e-09
984.0,2.055123e-07,2.3457260000000002e-07,1.7517320000000001e-07,4.543875e-09
985.0,1.570745e-07,2.48548e-07,2.502054e-07,3.858446e-09
986.0,2.027437e-07,2.1916239999999998e-07,2.933682e-07,3.89647e-09
987.0,2.259119e-07,2.203255e-07,2.2004120000000002e-07,5.184092e-09
988.0,2.1834570000000004e-07,2.420254e-07,2.426781e-07,5.116041e-09
989.0,2.5115879999999997e-07,2.052448e-07,2.0948539999999997e-07,4.1212320000000005e-09
990.0,1.864173e-07,3.135155e-07,1.8972870000000001e-07,4.4350669999999995e-09
991.0,1.6898e-07,2.0323320000000001e-07,2.3806170000000003e-07,5.038278e-09
992.0,2.291418e-07,2.272494e-07,2.446469e-07,5.151463e-09
993.0,2.694374e-07,2.2965120000000003e-07,1.9218699999999997e-07,4.8246629999999995e-09
994.0,1.525669e-07,1.904845e-07,2.198846e-07,4.8899899999999996e-09
995.0,2.09105e-07,1.9609660000000002e-07,2.2294420000000003e-07,5.490376999999999e-09
996.0,2.171641e-07,2.6293359999999997e-07,2.1599049999999998e-07,4.746205e-09
997.0,2.1007070000000003e-07,2.414224e-07,2.565575e-07,5.066788e-09
998.0,2.3367799999999998e-07,2.111402e-07,2.695325e-07,4.339537000000001e-09
999.0,1.7616870000000002e-07,2.3666529999999999e-07,2.449827e-07,5.001816e-09
