---Measurement Setup-----------------------------------------------------------------
Device Type: Bode100
Serial Number: LG278C
Date: 5/18/2016
Time: 5:22 PM
Start Frequency (Hz): 10
Stop Frequency (Hz): 40000000
Number of Points: 1601
Sweep Mode: Logarithmic
Reference Resistance (Ohm): 50
Source Level (dBm): -10
Receiver Bandwidth (Hz): 300
Reference Signal: SourceVoltage
Attenuator CH1 (dB): 10
Attenuator CH2 (dB): 10
Input Impedance CH1 (Ohm): 1M
Input Impedance CH2 (Ohm): 1M
Probe CH1: 1:1
Probe CH2: 1:1
-------------------------------------------------------------------------------------
Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB),TR1 (Without piezo): Gain (Real),TR1 (Without piezo): Gain (Imag),TR1 (Without piezo): Gain (dB),TR1 (With piezo): Gain (Real),TR1 (With piezo): Gain (Imag),TR1 (With piezo): Gain (dB),TR1 (1u cap): Gain (Real),TR1 (1u cap): Gain (Imag),TR1 (1u cap): Gain (dB),TR2: Gain (Real),TR2: Gain (Imag),TR2: Gain Unwrapped (Degree),TR2 (1u cap): Gain (Real),TR2 (1u cap): Gain (Imag),TR2 (1u cap): Gain Unwrapped (Degree)
71.4729176914193,0.992241272036623,0.00612350795256819,-0.0674888485077983,0.99310874774806,0.00658842954084604,-0.0598727155485002,0.992647372448248,0.00628202902847067,-0.0639261188106692,0.992241272036623,0.00612350795256819,-0.0674888485077983,0.992241272036623,0.00612350795256819,0.353590116947718,0.992241272036623,0.00612350795256819,0.353590116947718
72.155227258804,0.992179879722892,0.00597157065850802,-0.0680343681999767,0.993044902376656,0.0063566923531283,-0.0604443216851572,0.992248098168407,0.00609521991250358,-0.0674306209424808,0.992179879722892,0.00597157065850802,-0.0680343681999767,0.992179879722892,0.00597157065850802,0.344838341900657,0.992179879722892,0.00597157065850802,0.344838341900657
72.8440504310726,0.992257303191625,0.00592564967457172,-0.0673590368483776,0.993155396603556,0.00610377823261303,-0.0594918277751287,0.992462741898159,0.00612838164537575,-0.0655501707197008,0.992257303191625,0.00592564967457172,-0.0673590368483776,0.992257303191625,0.00592564967457172,0.342159921757983,0.992257303191625,0.00592564967457172,0.342159921757983
73.539449389749,0.99224256729384,0.00560019784736175,-0.067504572361818,0.99291523294234,0.00596054071178116,-0.0616000260380919,0.992541672874754,0.00599987322115499,-0.064866302783191,0.99224256729384,0.00560019784736175,-0.067504572361818,0.99224256729384,0.00560019784736175,0.323372837151792,0.99224256729384,0.00560019784736175,0.323372837151792
74.241486909967,0.99228726966238,0.00580126291095386,-0.0671031672407087,0.993255850276046,0.00598849166398562,-0.0586194992563979,0.99247483350793,0.00589005128255797,-0.0654569800286313,0.99228726966238,0.00580126291095386,-0.0671031672407087,0.99228726966238,0.00580126291095386,0.334967608567605,0.99228726966238,0.00580126291095386,0.334967608567605
74.9502263661375,0.992005603805557,0.00553176738799422,-0.0695824459155123,0.9930005037396,0.00586581932246531,-0.0608590810743696,0.992688531994202,0.00566016762016244,-0.0635987134064624,0.992005603805557,0.00553176738799422,-0.0695824459155123,0.992005603805557,0.00553176738799422,0.319497831668079,0.992005603805557,0.00553176738799422,0.319497831668079
75.6657317376693,0.991972490192073,0.00559333667502363,-0.0698693578087356,0.992763509542865,0.00582743886852613,-0.0629342491639933,0.992590829107441,0.00565152295558909,-0.06445404568104,0.991972490192073,0.00559333667502363,-0.0698693578087356,0.991972490192073,0.00559333667502363,0.323064592756255,0.991972490192073,0.00559333667502363,0.323064592756255
76.3880676147448,0.992037713393375,0.00570457980987749,-0.0692927425793034,0.992873642264845,0.00613883729322676,-0.0619543466707097,0.992343557369265,0.00601200215923372,-0.0665995101779076,0.992037713393375,0.00570457980987749,-0.0692927425793034,0.992037713393375,0.00570457980987749,0.329468063623717,0.992037713393375,0.00570457980987749,0.329468063623717
77.1172992041504,0.992015507938485,0.005714846633034,-0.0694866431175431,0.993520812290099,0.00581651516457811,-0.0563117670818144,0.992613743635146,0.00557533512202086,-0.0642573058665466,0.992015507938485,0.005714846633034,-0.0694866431175431,0.992015507938485,0.005714846633034,0.330068398972766,0.992015507938485,0.005714846633034,0.330068398972766
77.8534923351631,0.992203215468152,0.00540044183805536,-0.0678587397519138,0.992969671788241,0.00548339917390292,-0.061147882821107,0.992224415802364,0.00571783073323023,-0.0676575903551232,0.992203215468152,0.00540044183805536,-0.0678587397519138,0.992203215468152,0.00540044183805536,0.311850903642351,0.992203215468152,0.00540044183805536,0.311850903642351
78.596713465493,0.992199439389299,0.00560433189367882,-0.0678818971111463,0.993014263475414,0.00579802513721653,-0.0607422106270281,0.992725683903164,0.00569259831154647,-0.0632720334634653,0.992199439389299,0.00560433189367882,-0.0678818971111463,0.992199439389299,0.00560433189367882,0.323625610880376,0.992199439389299,0.00560433189367882,0.323625610880376
79.3470296872825,0.992203557753587,0.00544466636393257,-0.0678536276630714,0.993170297090662,0.00567842118729751,-0.0593835826068843,0.992396107031205,0.00568490067071456,-0.066156448452177,0.992203557753587,0.00544466636393257,-0.0678536276630714,0.992203557753587,0.00544466636393257,0.314404508942347,0.992203557753587,0.00544466636393257,0.314404508942347
80.104508733163,0.992164412525048,0.0055424563097437,-0.0681915669072242,0.993122282972264,0.00606720947369986,-0.0597833849734466,0.99225847550387,0.00558559497036582,-0.0673660411654471,0.992164412525048,0.0055424563097437,-0.0681915669072242,0.992164412525048,0.0055424563097437,0.320063940503173,0.992164412525048,0.0055424563097437,0.320063940503173
80.869218982369,0.991812442893354,0.00530014443277805,-0.0712849296523014,0.993118522550671,0.00560935673496769,-0.0598398127028896,0.992319417419996,0.0053871168716612,-0.0668422148010689,0.991812442893354,0.00530014443277805,-0.0712849296523014,0.991812442893354,0.00530014443277805,0.306179881405649,0.991812442893354,0.00530014443277805,0.306179881405649
81.6412294669112,0.992204647519423,0.00567356601796499,-0.0678328613715133,0.993165617221556,0.00567400401374147,-0.0594247305005759,0.992644004923491,0.00554600919358113,-0.0639939535991164,0.992204647519423,0.00567356601796499,-0.0678328613715133,0.992204647519423,0.00567356601796499,0.327621771912338,0.992204647519423,0.00567356601796499,0.327621771912338
82.4206098778078,0.992038162516023,0.00556103191070091,-0.0692959465397382,0.992936287623654,0.00550691140223025,-0.0614387647848132,0.992549454099288,0.00538601281920508,-0.0648290215476648,0.992038162516023,0.00556103191070091,-0.0692959465397382,0.992038162516023,0.00556103191070091,0.321177483793775,0.992038162516023,0.00556103191070091,0.321177483793775
83.2074305713761,0.99210935202449,0.0050608421087327,-0.0686961232847561,0.993122489119135,0.00535835069686213,-0.0598172437250898,0.992470219513646,0.00539236824874184,-0.0655221157793886,0.99210935202449,0.0050608421087327,-0.0686961232847561,0.99210935202449,0.0050608421087327,0.292268566954533,0.99210935202449,0.0050608421087327,0.292268566954533
84.0017625755831,0.992592853212517,0.0051992081038054,-0.0644579674897754,0.993051749281606,0.00556797917640539,-0.0604258544745646,0.992758067847652,0.00533569326937477,-0.0630060467243681,0.992592853212517,0.0051992081038054,-0.0644579674897754,0.992592853212517,0.0051992081038054,0.300112937384263,0.992592853212517,0.0051992081038054,0.300112937384263
84.8036775964579,0.992180615550495,0.00532743794540112,-0.0680600340892748,0.993191336701084,0.00540134517661316,-0.0592131017140994,0.99235194330063,0.00549065643260928,-0.0665525580551013,0.992180615550495,0.00532743794540112,-0.0680600340892748,0.992180615550495,0.00532743794540112,0.307642350324451,0.992180615550495,0.00532743794540112,0.307642350324451
85.6132480245645,0.992038269739143,0.00522228854071094,-0.0693111267604924,0.993132682232061,0.00541981500553232,-0.059725180475812,0.992325860919926,0.00518047731515395,-0.0667954465182162,0.992038269739143,0.00522228854071094,-0.0693111267604924,0.992038269739143,0.00522228854071094,0.301613695786569,0.992038269739143,0.00522228854071094,0.301613695786569
86.4305469415367,0.991891410501879,0.00492807664667812,-0.070610209109749,0.993169554213859,0.00516079870914232,-0.0594147815191626,0.992380320355671,0.00500469638243271,-0.0663266808634978,0.991891410501879,0.00492807664667812,-0.070610209109749,0.991891410501879,0.00492807664667812,0.28466389235307,0.991891410501879,0.00492807664667812,0.28466389235307
87.2556481266753,0.992056653256648,0.00503347538035949,-0.0691587187612015,0.993050668898133,0.00527820465222763,-0.0604491448769933,0.992553917955153,0.00493842324995132,-0.0648103301001668,0.992056653256648,0.00503347538035949,-0.0691587187612015,0.992056653256648,0.00503347538035949,0.290703580197498,0.992056653256648,0.00503347538035949,0.290703580197498
88.0886260636083,0.992203214055396,0.00484614651927036,-0.0678838069766598,0.993240261086125,0.00503287043194224,-0.0588021850063795,0.992672398470253,0.00490828781634245,-0.0637748964146824,0.992203214055396,0.00484614651927036,-0.0678838069766598,0.992203214055396,0.00484614651927036,0.279843413730096,0.992203214055396,0.00484614651927036,0.279843413730096
88.9295559470149,0.99226228226259,0.00486063092078472,-0.0673661229711258,0.993323407496844,0.00512094228379456,-0.0580711824205242,0.992368154069378,0.00494903965085433,-0.0664356082659601,0.99226228226259,0.00486063092078472,-0.0673661229711258,0.99226228226259,0.00486063092078472,0.280663101881197,0.99226228226259,0.00486063092078472,0.280663101881197
89.7785136894131,0.992067310761722,0.00504375279892025,-0.0690649535492477,0.993067761725899,0.00502624067338964,-0.06031107847564,0.992613164188736,0.0046918978844001,-0.0643023560640069,0.992067310761722,0.00504375279892025,-0.0690649535492477,0.992067310761722,0.00504375279892025,0.291294003236875,0.992067310761722,0.00504375279892025,0.291294003236875
90.6355759280128,0.992191052872926,0.0047367128208042,-0.0679948920868738,0.993233180195205,0.00475117349014392,-0.058876239155824,0.99251977858985,0.00482203763551436,-0.0651140911671363,0.992191052872926,0.0047367128208042,-0.0679948920868738,0.992191052872926,0.0047367128208042,0.273527553853484,0.992191052872926,0.0047367128208042,0.273527553853484
91.500820031634,0.991906801422506,0.00505588024411812,-0.0704698046046416,0.993108903122286,0.00522230518477143,-0.059942403092105,0.99248942545506,0.00533197870463861,-0.0653568913314102,0.991906801422506,0.00505588024411812,-0.0704698046046416,0.991906801422506,0.00505588024411812,0.292041642045413,0.991906801422506,0.00505588024411812,0.292041642045413
92.3743241076909,0.992070625220693,0.00481833958675238,-0.0690457443956463,0.993101710328989,0.00476353264364477,-0.0600254837773769,0.992193038747468,0.00460190405744536,-0.0679830613638007,0.992070625220693,0.00481833958675238,-0.0690457443956463,0.992070625220693,0.00481833958675238,0.278274897825967,0.992070625220693,0.00481833958675238,0.278274897825967
93.2561670092426,0.992068304091364,0.00474455641642469,-0.0690691795764731,0.99312148509358,0.00483192525546624,-0.0598496453213495,0.992580658096451,0.00490412546121675,-0.0645778227568296,0.992068304091364,0.00474455641642469,-0.0690691795764731,0.992068304091364,0.00474455641642469,0.274014384574048,0.992068304091364,0.00474455641642469,0.274014384574048
94.1464283421121,0.992052853861749,0.00493145575311639,-0.0691964693574661,0.99314645840453,0.00480126081632893,-0.0596325360507182,0.992438880992904,0.00495455564966672,-0.0658163540972177,0.992052853861749,0.00493145575311639,-0.0691964693574661,0.992052853861749,0.00493145575311639,0.284812722545916,0.992052853861749,0.00493145575311639,0.284812722545916
95.0451884720715,0.991891715530761,0.00495667514931275,-0.0706062902438819,0.993139888191911,0.00514123769724998,-0.0596751136174233,0.992539253265944,0.00486605396094101,-0.0649417872401957,0.991891715530761,0.00495667514931275,-0.0706062902438819,0.991891715530761,0.00495667514931275,0.286315731928598,0.991891715530761,0.00495667514931275,0.286315731928598
95.9525285320977,0.99223329088665,0.00498175045943706,-0.0676146416728596,0.993277409062878,0.00488970755880541,-0.058483593215415,0.992612044174804,0.00486668946462539,-0.0643047922996969,0.99223329088665,0.00498175045943706,-0.0676146416728596,0.99223329088665,0.00498175045943706,0.287665088625384,0.99223329088665,0.00498175045943706,0.287665088625384
96.8685304296956,0.992266534864621,0.00485546608901878,-0.0673291196131636,0.993246539989375,0.00477083304043431,-0.0587585862675876,0.992378675036323,0.00466846176433224,-0.0663554239657389,0.992266534864621,0.00485546608901878,-0.0673291196131636,0.992266534864621,0.00485546608901878,0.28036367678931,0.992266534864621,0.00485546608901878,0.28036367678931
97.7932768542929,0.992008686176121,0.0046774920495767,-0.0695939466636835,0.993065875570917,0.0047383197710963,-0.0603399560197411,0.992617367612636,0.0047355485674337,-0.0642637609565131,0.992008686176121,0.0046774920495767,-0.0695939466636835,0.992008686176121,0.0046774920495767,0.270157480240879,0.992008686176121,0.0046774920495767,0.270157480240879
98.7268512847039,0.992316065238453,0.00445899250334668,-0.0669118596727197,0.993017733419854,0.00470583711460338,-0.0607623849144317,0.992452851807043,0.00465393314594482,-0.0657068204689643,0.992316065238453,0.00445899250334668,-0.0669118596727197,0.992316065238453,0.00445899250334668,0.257458022454309,0.992316065238453,0.00445899250334668,0.257458022454309
99.669337996666,0.992042860771785,0.00448743158744593,-0.0693024170879895,0.993183777587519,0.0046560140223325,-0.0593122102631457,0.992460674311346,0.00475702238261952,-0.0656340825926285,0.992042860771785,0.00448743158744593,-0.0693024170879895,0.992042860771785,0.00448743158744593,0.259171400136633,0.992042860771785,0.00448743158744593,0.259171400136633
100.620822070447,0.992118956738504,0.00460149854568197,-0.0686316193022332,0.993302627605654,0.00457685364790574,-0.0582761093825422,0.992465525493982,0.00474529461095749,-0.0655921180853785,0.992118956738504,0.00460149854568197,-0.0686316193022332,0.992118956738504,0.00460149854568197,0.265738855062037,0.992118956738504,0.00460149854568197,0.265738855062037
101.581389398525,0.991952982287783,0.00448484876886595,-0.0700894752693156,0.993037400352539,0.00462419680248596,-0.060593719070984,0.99239464553837,0.00465122525256122,-0.066216353195472,0.991952982287783,0.00448484876886595,-0.0700894752693156,0.991952982287783,0.00448484876886595,0.25904570066837,0.991952982287783,0.00448484876886595,0.25904570066837
102.551126693343,0.992265501981897,0.00469766397899403,-0.0673448101440481,0.99316183216609,0.00477964948875602,-0.0594989955735358,0.992472278461644,0.00455176595554081,-0.0655409516566477,0.992265501981897,0.00469766397899403,-0.0673448101440481,0.992265501981897,0.00469766397899403,0.271252309136991,0.992265501981897,0.00469766397899403,0.271252309136991
103.530121495137,0.992064486711545,0.00458796401944886,-0.0691090498990444,0.993142024923847,0.00453443336907419,-0.0596822777395096,0.992537461724009,0.00457042977438208,-0.0649697628798689,0.992064486711545,0.00458796401944886,-0.0691090498990444,0.992064486711545,0.00458796401944886,0.26497178798924,0.992064486711545,0.00458796401944886,0.26497178798924
104.518462179837,0.992133671229193,0.00447123627017036,-0.0685080135697517,0.993006143720414,0.00456779767687217,-0.0608693958926019,0.992635936431027,0.00454798684369672,-0.0641089544320501,0.992133671229193,0.00447123627017036,-0.0685080135697517,0.992133671229193,0.00447123627017036,0.258212416893289,0.992133671229193,0.00447123627017036,0.258212416893289
105.516237967045,0.992003828377471,0.00471885673337012,-0.069634764742681,0.993279948170243,0.00463197409727573,-0.0584721923899018,0.992442148206269,0.00452608318109125,-0.0658056711857737,0.992003828377471,0.00471885673337012,-0.069634764742681,0.992003828377471,0.00471885673337012,0.272547875243996,0.992003828377471,0.00471885673337012,0.272547875243996
106.523538928091,0.992073013477844,0.00445611555990382,-0.0690396585564544,0.993240309516361,0.00441061149468486,-0.0588276298654674,0.992529779189393,0.00433639019715868,-0.0650461827602173,0.992073013477844,0.00445611555990382,-0.0690396585564544,0.992073013477844,0.00445611555990382,0.257354946768321,0.992073013477844,0.00445611555990382,0.257354946768321
107.540455994163,0.992242118966616,0.00445993601418441,-0.0675590962812443,0.993290392122557,0.00439868577798186,-0.0583901394269504,0.992601523897702,0.00445511859805072,-0.0644137596745665,0.992242118966616,0.00445993601418441,-0.0675590962812443,0.992242118966616,0.00445993601418441,0.257531689858893,0.992242118966616,0.00445993601418441,0.257531689858893
108.567080964512,0.992027904119687,0.00424767779843432,-0.0694426111574572,0.993304227005067,0.00461305083410155,-0.0582606596293003,0.992218168857894,0.00421991837421078,-0.067777939088134,0.992027904119687,0.00424767779843432,-0.0694426111574572,0.992027904119687,0.00424767779843432,0.245328304026625,0.992027904119687,0.00424767779843432,0.245328304026625
109.603506514745,0.992250745081578,0.00433500663580967,-0.0674884333703403,0.993276064721652,0.00444894436947308,-0.0585134673518039,0.992245442495316,0.00441303660244106,-0.0675318389929051,0.992250745081578,0.00433500663580967,-0.0674884333703403,0.992250745081578,0.00433500663580967,0.25031576482561,0.992250745081578,0.00433500663580967,0.25031576482561
110.649826205188,0.992299722688052,0.00443175636312493,-0.0670559747349986,0.993030787003439,0.00439657189141955,-0.0606606066003977,0.992559681372426,0.0041991474844865,-0.0647896737774772,0.992299722688052,0.00443175636312493,-0.0670559747349986,0.992299722688052,0.00443175636312493,0.255889668591619,0.992299722688052,0.00443175636312493,0.255889668591619
111.70613448933,0.992276980485891,0.00437060638618282,-0.0672574163266345,0.99343138024598,0.00426266445738468,-0.057162556003733,0.992314348498351,0.00433655743817693,-0.0669316357428296,0.992276980485891,0.00437060638618282,-0.0672574163266345,0.992276980485891,0.00437060638618282,0.252364697922548,0.992276980485891,0.00437060638618282,0.252364697922548
112.772526722353,0.992114700558023,0.00439570233126989,-0.0686770504784585,0.993165978290461,0.00417668059250694,-0.0594865127378091,0.992420863263248,0.00425384624275104,-0.0660024954524145,0.992114700558023,0.00439570233126989,-0.0686770504784585,0.992114700558023,0.00439570233126989,0.253855268383284,0.992114700558023,0.00439570233126989,0.253855268383284
113.849099169738,0.992180595737129,0.00425051786337657,-0.0681057114678175,0.993289281160618,0.00429470671021757,-0.0584038329872369,0.992522464655396,0.00425822561281525,-0.0651131548266459,0.992180595737129,0.00425051786337657,-0.0681057114678175,0.992180595737129,0.00425051786337657,0.245454552849754,0.992180595737129,0.00425051786337657,0.245454552849754
114.935949015956,0.992235549689308,0.00427458338753735,-0.0676237428652986,0.993081054174728,0.00403046229240118,-0.0602345330671655,0.992608183271691,0.0042315608652994,-0.0643640471228835,0.992235549689308,0.00427458338753735,-0.0676237428652986,0.992235549689308,0.00427458338753735,0.24683057589973,0.992235549689308,0.00427458338753735,0.24683057589973
116.033174373239,0.9922335316856,0.00426861543594117,-0.0676416327768888,0.993282162687933,0.00408623113255742,-0.0584737709779824,0.992432813033614,0.00421783256463818,-0.0658992562124591,0.9922335316856,0.00426861543594117,-0.0676416327768888,0.9922335316856,0.00426861543594117,0.246486469404734,0.9922335316856,0.00426861543594117,0.246486469404734
117.14087429044,0.991907179178278,0.00434875943639472,-0.0704958508366095,0.993149264390209,0.00407575986011718,-0.0596363524292582,0.992542167525261,0.00417331040925222,-0.0649438896798651,0.991907179178278,0.00434875943639472,-0.0704958508366095,0.991907179178278,0.00434875943639472,0.25119685654197,0.991907179178278,0.00434875943639472,0.25119685654197
118.259148761971,0.991947713381887,0.00439826705857199,-0.0701390054514713,0.993070308359971,0.00401043510235022,-0.0603292284372303,0.99242957584213,0.00408246625606079,-0.0659325423229355,0.991947713381887,0.00439826705857199,-0.0701390054514713,0.991947713381887,0.00439826705857199,0.254046140522716,0.991947713381887,0.00439826705857199,0.254046140522716
119.388098736833,0.992099396501561,0.0040789820546543,-0.0688228778460767,0.993172164888476,0.00397959305101847,-0.0594394854784264,0.992515074780276,0.0040827650560276,-0.0651842771752987,0.992099396501561,0.0040789820546543,-0.0688228778460767,0.992099396501561,0.0040789820546543,0.235568271080696,0.992099396501561,0.0040789820546543,0.235568271080696
120.527826127727,0.992270209466522,0.00412652887697143,-0.0673258332513628,0.993176711629728,0.00377955906783426,-0.0594065557048944,0.992505612178869,0.00399219061180587,-0.0652703115741231,0.992270209466522,0.00412652887697143,-0.0673258332513628,0.992270209466522,0.00412652887697143,0.238273127064545,0.992270209466522,0.00412652887697143,0.238273127064545
121.678433820253,0.992233411343876,0.00425955678948025,-0.0676430269891409,0.99309705620883,0.00414880708646945,-0.0600903137906238,0.992487082697172,0.0040723095226362,-0.0654296221343049,0.992233411343876,0.00425955678948025,-0.0676430269891409,0.992233411343876,0.00425955678948025,0.245963424164659,0.992233411343876,0.00425955678948025,0.245963424164659
122.8400256822,0.991897379113656,0.00405778761013495,-0.0705924636020211,0.993102826128573,0.00402273522196042,-0.0600443859667382,0.992695630760227,0.00413103156177808,-0.0636025840779223,0.991897379113656,0.00405778761013495,-0.0705924636020211,0.991897379113656,0.00405778761013495,0.234391996734957,0.991897379113656,0.00405778761013495,0.234391996734957
124.01270657292,0.992106995552472,0.00408648200662832,-0.0687560788709311,0.993125407577584,0.00385959132997569,-0.0598525515932243,0.992499363818152,0.00405402713020122,-0.0653227996639586,0.992106995552472,0.00408648200662832,-0.0687560788709311,0.992106995552472,0.00408648200662832,0.235999593754927,0.992106995552472,0.00408648200662832,0.235999593754927
125.196582352796,0.992113157526407,0.00427867366344054,-0.0686950383808789,0.99348695380575,0.00389138003507609,-0.0566900019221191,0.992718624928064,0.00400216150312792,-0.0634060143815081,0.992113157526407,0.00427867366344054,-0.0686950383808789,0.992113157526407,0.00427867366344054,0.24709723998326,0.992113157526407,0.00427867366344054,0.24709723998326
126.391759892798,0.992150461786215,0.00416296521323591,-0.0683727634604031,0.9933375336893,0.00396843633822265,-0.057993769457133,0.992738356466136,0.00390003402538738,-0.0632369321607649,0.992150461786215,0.00416296521323591,-0.0683727634604031,0.992150461786215,0.00416296521323591,0.240406013418696,0.992150461786215,0.00416296521323591,0.240406013418696
127.598347084128,0.992414627395714,0.00410855313266988,-0.0660624298800134,0.99341305769279,0.00385137562430187,-0.0573374404269014,0.992761199188281,0.00397272762573958,-0.0630345550608098,0.992414627395714,0.00410855313266988,-0.0660624298800134,0.992414627395714,0.00410855313266988,0.237200664972277,0.992414627395714,0.00410855313266988,0.237200664972277
128.816452847962,0.992241845608862,0.00405659674856228,-0.0675766413123132,0.993178435457083,0.00403326440334653,-0.0593827531825574,0.992698685212642,0.00385397057340482,-0.0635856084645337,0.992241845608862,0.00405659674856228,-0.0675766413123132,0.992241845608862,0.00405659674856228,0.234241862479612,0.992241845608862,0.00405659674856228,0.234241862479612
130.046187145283,0.992420916401639,0.00418915526028029,-0.0660044387631848,0.99338529474994,0.0038011594917055,-0.0575818761585084,0.992736924082306,0.00392408176139198,-0.0632486353885936,0.992420916401639,0.00418915526028029,-0.0660044387631848,0.992420916401639,0.00418915526028029,0.24185251098228,0.992420916401639,0.00418915526028029,0.24185251098228
131.287660986805,0.992308627806259,0.00425637545068903,-0.0669847478747766,0.99307403332679,0.00374677944990441,-0.0603056551328897,0.992823396807687,0.00400832734500489,-0.0624891481302854,0.992308627806259,0.00425637545068903,-0.0669847478747766,0.992308627806259,0.00425637545068903,0.245761093765042,0.992308627806259,0.00425637545068903,0.245761093765042
132.540986442995,0.992296316594305,0.0040319956423779,-0.0671007117448316,0.993024895333957,0.00392898533522157,-0.0607292840540295,0.992440800632033,0.00385061908743635,-0.0658424133643889,0.992296316594305,0.0040319956423779,-0.0671007117448316,0.992296316594305,0.0040319956423779,0.232808545272937,0.992296316594305,0.0040319956423779,0.232808545272937
133.806276654192,0.99221616678217,0.00393928400444308,-0.0678055657173054,0.993226640338396,0.00378997041146817,-0.0589695713872097,0.992612218332749,0.00380022962671524,-0.0643440088201468,0.99221616678217,0.00393928400444308,-0.0678055657173054,0.99221616678217,0.00393928400444308,0.227473779853241,0.99221616678217,0.00393928400444308,0.227473779853241
135.083645840819,0.992223498665637,0.00402546696858569,-0.0677383554691203,0.993167797852406,0.00380803596471784,-0.0594835596017849,0.992535643579927,0.00389141992027717,-0.0650110029284105,0.992223498665637,0.00402546696858569,-0.0677383554691203,0.992223498665637,0.00402546696858569,0.232448639628304,0.992223498665637,0.00402546696858569,0.232448639628304
136.37320931369,0.992182314007004,0.00421841687352459,-0.0680918687677846,0.993180579430537,0.0037204593692162,-0.0593746816676944,0.992635428459012,0.00382353544133222,-0.0641401299830361,0.992182314007004,0.00421841687352459,-0.0680918687677846,0.992182314007004,0.00421841687352459,0.243600418319884,0.992182314007004,0.00421841687352459,0.243600418319884
137.675083484427,0.992385107392929,0.00414138820486868,-0.0663196020406366,0.993192583900323,0.00362102165580505,-0.0592729123385426,0.992608258914252,0.00387634512640465,-0.0643760799118534,0.992385107392929,0.00414138820486868,-0.0663196020406366,0.992385107392929,0.00414138820486868,0.239103434998977,0.992385107392929,0.00414138820486868,0.239103434998977
138.989385875963,0.992230219427427,0.00380073517180537,-0.0676872816539694,0.993352706665091,0.00365841691924328,-0.0578715043666973,0.992791581474558,0.00373736172798298,-0.0627767378190542,0.992230219427427,0.00380073517180537,-0.0676872816539694,0.992230219427427,0.00380073517180537,0.219470255051878,0.992230219427427,0.00380073517180537,0.219470255051878
140.316235133154,0.992365163762386,0.00389457112419066,-0.0665029049223632,0.993235424554559,0.00354394782929399,-0.0589006967985346,0.992713671862176,0.00348586985287426,-0.0634663881137956,0.992365163762386,0.00389457112419066,-0.0665029049223632,0.992365163762386,0.00389457112419066,0.224858097580694,0.992365163762386,0.00389457112419066,0.224858097580694
141.655751033485,0.992172854660995,0.00394155351323929,-0.0681846446992102,0.993058507696171,0.00384018215159057,-0.0604383279572305,0.992738736359541,0.00391762378174564,-0.0632330024036681,0.992172854660995,0.00394155351323929,-0.0681846446992102,0.992172854660995,0.00394155351323929,0.227614766872138,0.992172854660995,0.00394155351323929,0.227614766872138
143.00805449789,0.992338103018241,0.00403714696409283,-0.0667347721238213,0.993408732053776,0.00355282081976275,-0.0573849891065937,0.992610563794204,0.00373310809310418,-0.0643607155124511,0.992338103018241,0.00403714696409283,-0.0667347721238213,0.992338103018241,0.00403714696409283,0.233096164970347,0.992338103018241,0.00403714696409283,0.233096164970347
144.37326760166,0.992361654906983,0.00376494769082945,-0.0665379949908619,0.993232535985267,0.00333661893179667,-0.0589322372090187,0.992556355648998,0.00353063039532563,-0.0648415563505838,0.992361654906983,0.00376494769082945,-0.0665379949908619,0.992361654906983,0.00376494769082945,0.217374962766139,0.992361654906983,0.00376494769082945,0.217374962766139
145.751513585467,0.992177414172714,0.00386970018370222,-0.0681472056688647,0.993348081115926,0.00361017365635735,-0.0579134931203908,0.992790859593341,0.00364522448782219,-0.0627860505749949,0.992177414172714,0.00386970018370222,-0.0681472056688647,0.992177414172714,0.00386970018370222,0.223464434003054,0.992177414172714,0.00386970018370222,0.223464434003054
147.142916866491,0.992291874114917,0.00397962199927453,-0.0671414483246075,0.993120753960868,0.00351924786619181,-0.0599043097531599,0.99251012430453,0.00365561544997744,-0.0652421727382491,0.992291874114917,0.00397962199927453,-0.0671414483246075,0.992291874114917,0.00397962199927453,0.229785537983498,0.992291874114917,0.00397962199927453,0.229785537983498
148.547603049646,0.992325492979152,0.00373334769566969,-0.0668555573833237,0.993340029788166,0.00342175780830189,-0.0579897251533483,0.992747230223513,0.00327425031882946,-0.0631790769755391,0.992325492979152,0.00373334769566969,-0.0668555573833237,0.992325492979152,0.00373334769566969,0.215558361357049,0.992325492979152,0.00373334769566969,0.215558361357049
149.965698938923,0.99264620509972,0.00365953355979187,-0.0640512417185662,0.993296786262449,0.00363481219705548,-0.0583612380353674,0.992960970234195,0.00363690243936983,-0.0612981735031919,0.99264620509972,0.00365953355979187,-0.0640512417185662,0.99264620509972,0.00365953355979187,0.211228206955778,0.99264620509972,0.00365953355979187,0.211228206955778
151.397332548835,0.992374793757423,0.00378486460768277,-0.0664223332761569,0.993490400475245,0.00357378869852453,-0.056670300580203,0.992684946668622,0.00383182794903379,-0.0637065666668897,0.992374793757423,0.00378486460768277,-0.0664223332761569,0.992374793757423,0.00378486460768277,0.218521991834214,0.992374793757423,0.00378486460768277,0.218521991834214
152.842633115976,0.992402595058076,0.00380691487326502,-0.066178267543492,0.993172112543197,0.00353987897378574,-0.0594545007605295,0.992738215513929,0.00362168123151423,-0.0632473915542715,0.992402595058076,0.00380691487326502,-0.066178267543492,0.992402595058076,0.00380691487326502,0.219788910664481,0.992402595058076,0.00380691487326502,0.219788910664481
